wards_code,wards_name,fem_exp,male_exp,nondepri_share,act_share
E05005497,Croxton Kerrial,N/A - not available,N/A - not available,0.5667963683527886,0.6228462029355456
E05005498,Frisby-on-the-Wreake,N/A - not available,N/A - not available,0.6311166875784191,0.6189602446483179
E05005499,Gaddesby,N/A - not available,N/A - not available,0.5986486486486486,0.5993220338983051
E05005500,Long Clawson and Stathern,86.2,80.1,0.5969983324068927,0.6103004291845494
E05005501,Melton Craven,82.5,84.4,0.4676761793826441,0.5934905347060777
E05005502,Melton Dorian,84.1,78.9,0.5012028869286287,0.6448763250883393
E05005503,Melton Egerton,81,76.9,0.4694234129295282,0.6376274328081557
E05005504,Melton Newport,85.7,83.4,0.5164658634538153,0.6022371364653244
E05005505,Melton Sysonby,83.8,79.7,0.5452538631346578,0.630084935181046
E05005506,Melton Warwick,82.6,79.8,0.5063206919494344,0.5856005308560053
E05005507,Old Dalby,83.7,N/A - not available,0.5474189675870348,0.6184291898577613
E05005508,Somerby,N/A - not available,N/A - not available,0.5692307692307692,0.6245954692556634
E05005509,Waltham-on-the-Wolds,N/A - not available,N/A - not available,0.5887207702888583,0.571523178807947
E05005510,Wymondham,N/A - not available,N/A - not available,0.5531609195402298,0.598644578313253
E05005531,Oadby Brocks Hill,84.6,79.8,0.5522771007055804,0.5604135893648449
E05005532,Oadby Grange,85.6,83.1,0.575333757151939,0.4737447297815255
E05005533,Oadby St Peter's,86.7,77.9,0.447,0.5209742895805142
E05005534,Oadby Uplands,87.1,82.1,0.5393900889453621,0.6072908036454018
E05005535,Oadby Woodlands,88.6,81.1,0.5672550213024954,0.6277807921866521
E05005536,South Wigston,82.4,76.9,0.4196528555431131,0.6152550160820953
E05005537,Wigston All Saints,81.8,78.3,0.4419047619047619,0.5415829650462033
E05005538,Wigston Fields,83.4,78.1,0.4422933730454207,0.6043256997455471
E05005539,Wigston Meadowcourt,93.3,85.3,0.5451601295430011,0.6057838660578386
E05005540,Wigston St Wolstan's,82.5,78.3,0.5013394565633371,0.5806813927368027
E05005618,Ashby de la Launde and Cranwell,85.1,81.9,0.5604293047130191,0.678251821019771
E05005619,Bassingham and Brant Broughton,84.8,79.8,0.5865298840321141,0.5968974820143885
E05005620,"Billinghay, Martin and North Kyme",81.5,77.7,0.406764960971379,0.5404809177145379
E05005621,Bracebridge Heath and Waddington East,84.7,80.9,0.5621974830590513,0.6595197255574614
E05005622,Branston,83.1,79.2,0.5295332507228419,0.5669584245076587
E05005623,Cliff Villages,85.5,80.6,0.5491735537190082,0.5400340715502555
E05005624,"Eagle, Swinderby and Witham St Hughs",85.4,80.7,0.6253698224852071,0.7050279329608938
E05005625,Heckington Rural,84.5,81.3,0.476027397260274,0.5124974598658809
E05005626,Heighington and Washingborough,84.3,81.8,0.5270826734241368,0.5557221389305347
E05005627,Kirkby la Thorpe and South Kyme,79.9,78.3,0.4966313763233879,0.5538169748696065
E05005628,Leasingham and Rauceby,85.7,N/A - not available,0.4948559670781893,0.4636118598382749
E05005629,Metheringham,82.5,80.1,0.4985349518627041,0.5731977001326847
E05005630,North Hykeham Forum,87.2,N/A - not available,0.5372405372405372,0.5335868187579215
E05005631,North Hykeham Memorial,84.4,78.6,0.5501501501501501,0.6179153094462541
E05005632,North Hykeham Mill,83.5,80.5,0.609104589917231,0.7172754195459032
E05005633,North Hykeham Moor,87,83.8,0.4788732394366197,0.555859553123575
E05005634,North Hykeham Witham,82.7,81.1,0.4411196911196911,0.4754678806272129
E05005635,Osbournby,86,82.8,0.5242009132420091,0.581042654028436
E05005636,Ruskington,84.9,80,0.4499032882011605,0.5386533665835411
E05005637,Skellingthorpe,81.3,80,0.5187301587301587,0.5737758790667105
E05005638,Sleaford Castle,86.5,80.4,0.4889240506329114,0.6570155902004454
E05005639,Sleaford Holdingham,84.9,78.2,0.5019659239842726,0.6525837988826816
E05005640,Sleaford Navigation,79.9,75.1,0.3688332028191073,0.538316878232252
E05005641,Sleaford Quarrington and Mareham,84.9,84.7,0.5914671577655003,0.66817402151879
E05005642,Sleaford Westholme,80.8,77.4,0.3915978994748687,0.5441051738761662
E05005643,Waddington West,83.8,82.8,0.5291005291005291,0.6135110294117647
E05005644,Crowland and Deeping St Nicholas,82.6,82,0.5300604766986837,0.6505589614136315
E05005645,"Donington, Quadring and Gosberton",81.8,78.2,0.4301958307012002,0.5532806706432372
E05005646,Fleet,79.4,75.1,0.4159702878365831,0.5039962388340385
E05005647,Gedney,83.2,80,0.3955147808358817,0.5321006676938881
E05005648,Holbeach Hurn,81.7,80.2,0.4534883720930232,0.5862944162436549
E05005649,Holbeach Town,82.8,79.4,0.3996196685683238,0.577089229852525
E05005650,Long Sutton,83.6,78.1,0.3907514450867052,0.5060315496442932
E05005651,"Moulton, Weston and Cowbit",83.8,81.4,0.4672745034190817,0.5800958836171268
E05005652,Pinchbeck and Surfleet,86.1,81.6,0.4813397129186603,0.5865776185046424
E05005653,Spalding Castle,86.1,82.1,0.4249363867684478,0.6154197080291971
E05005654,Spalding Monks House,91.8,81.5,0.4850081037277147,0.6568788501026694
E05005655,Spalding St John's,81.5,76.4,0.4143665958952583,0.6793738489871086
E05005656,Spalding St Mary's,84.4,77.3,0.4465440079562406,0.5827077400983691
E05005657,Spalding St Paul's,83.8,78.9,0.3973969631236442,0.6451965065502183
E05005658,Spalding Wygate,82.3,80.3,0.5244410761652141,0.684562476117692
E05005659,Sutton Bridge,83.1,76.8,0.3701067615658363,0.5576036866359447
E05005660,The Saints,85.4,83.3,0.4182305630026809,0.588680926916221
E05005661,Whaplode and Holbeach St John's,81.4,82.3,0.4207119741100323,0.5426812951565427
E05006377,Beckingham,82,83.8,0.493953488372093,0.5477799227799228
E05006378,Blyth,82.1,81.9,0.5405405405405406,0.5684523809523809
E05006379,Carlton,82.7,80.1,0.4426551453260016,0.5293494384403475
E05006380,Clayworth,N/A - not available,N/A - not available,0.5352798053527981,0.5273412947831553
E05006381,East Markham,87.2,79,0.5712927756653993,0.5946843853820598
E05006382,East Retford East,81.3,77,0.455837870538415,0.5297270139005191
E05006383,East Retford North,82.3,78.2,0.4387721054387721,0.5442404006677797
E05006384,East Retford South,84.5,76.4,0.4876174210076857,0.6235604606525912
E05006385,East Retford West,82,77.8,0.4997943233237351,0.6379885605338418
E05006386,Everton,86.2,82.5,0.587464920486436,0.5849056603773585
E05006387,Harworth,81.1,77.7,0.4381993896236012,0.5934947901999437
E05006388,Langold,80.6,79.7,0.3683274021352313,0.5974088291746641
E05006389,Misterton,80.5,77.6,0.5225225225225225,0.5979381443298969
E05006390,Rampton,83.1,77.5,0.5162738496071829,0.534965034965035
E05006391,Ranskill,84.2,79.3,0.5094517958412098,0.5423814328960646
E05006392,Sturton,88.4,82.6,0.5388397246804326,0.5923857868020305
E05006393,Sutton,79.6,79.6,0.5583982202447163,0.4152637485970819
E05006394,Tuxford and Trent,82.6,80.8,0.4677338669334667,0.5750456799791177
E05006395,Welbeck,N/A - not available,N/A - not available,0.4683098591549295,0.5610047846889952
E05006396,Worksop East,84.5,79.6,0.4021701085054253,0.5813333333333334
E05006397,Worksop North,81.8,79.1,0.5343452534087986,0.6947137133255784
E05006398,Worksop North East,82,79.1,0.449176807444524,0.5553435114503816
E05006399,Worksop North West,80.6,76.9,0.4786184210526316,0.6591582691167753
E05006400,Worksop South,84.2,81.7,0.506815365551425,0.5866755054690089
E05006401,Worksop South East,77.6,74.1,0.3061458931648478,0.5874275251754654
E05008520,Belper South,84.2,80.2,0.4982456140350877,0.5982123856139604
E05008521,Duffield,84.1,83.9,0.6081339712918661,0.5568598679383713
E05008522,Heanor East,81.7,80.9,0.4481695568400771,0.6047191480476091
E05008523,"Kilburn, Denby and Holbrook",84.6,81.3,0.5435435435435435,0.6084875558391831
E05008524,"Shipley Park, Horsley and Horsley Woodhouse",84.3,81,0.5447154471544715,0.5953286257468767
E05008809,Aston,87,81.5,0.6097057305110997,0.6540972684876749
E05008810,Church Gresley,82.1,78.6,0.5320581896551724,0.7074530516431925
E05008811,Etwall,82.3,77.7,0.6322558220368439,0.6300244669695909
E05008812,Hatton,86.3,81.6,0.5060449050086355,0.6293308020882772
E05008813,Hilton,84.2,81.8,0.6381644934804414,0.7098765432098766
E05008814,Linton,82.7,79.9,0.5078369905956113,0.6286520249848881
E05008815,Melbourne,87.8,81.3,0.5775617658971244,0.6064459548344662
E05008816,Midway,84.9,80,0.474265774934574,0.6061377245508982
E05008817,Newhall and Stanton,82.9,76.5,0.4185654008438818,0.5961887477313974
E05008818,Repton,84.2,78,0.6254325259515571,0.5695732838589982
E05008819,Seales,80.4,78.4,0.5113490364025696,0.5891880061282556
E05008820,Stenson,82.8,80.3,0.5547024952015355,0.6747072599531616
E05008821,Swadlincote,80.8,77.8,0.4581724581724581,0.6079679070410845
E05008822,Willington and Findern,86.8,83.9,0.6128205128205129,0.6513839361521481
E05008823,Woodville,80.1,77.2,0.4975509151843258,0.6702054322349371
E05008857,Abbott,81.5,77.7,0.3632993512511585,0.5035714285714286
E05008858,Berry Hill,82.8,79.8,0.6283124128312413,0.5917480998914224
E05008859,Brick Kiln,82,80.4,0.3653846153846153,0.5770142180094787
E05008860,Broomhill,79.9,75.6,0.3520547945205479,0.602974828375286
E05008861,Bull Farm and Pleasley Hill,78.7,77,0.4262672811059907,0.614521841794569
E05008862,Carr Bank,74.3,73.5,0.3477380148548278,0.5955473098330241
E05008863,Eakring,83.6,79.1,0.5127118644067796,0.6170886075949367
E05008864,Grange Farm,80.5,81.2,0.4839449541284403,0.5572979493365501
E05008865,Holly,84.3,81.4,0.5278637770897833,0.6529573051312182
E05008866,Hornby,87.1,77,0.5120213713268033,0.5895354082092918
E05008867,Kings Walk,85.4,N/A - not available,0.6450488145048815,0.7744916820702403
E05008868,Kingsway,80.4,77.9,0.4209759650400582,0.58017604286261
E05008869,Ladybrook,84,76.8,0.3371721049264235,0.6321403991741226
E05008870,Lindhurst,85.6,83.7,0.5075098814229249,0.5455287872601061
E05008871,Ling Forest,85,79.5,0.4618249534450652,0.5875894988066825
E05008872,Manor,84.9,81.3,0.4751426242868786,0.5180412371134021
E05008873,Market Warsop,78.4,74.5,0.3661538461538461,0.5628790942175496
E05008874,Maun Valley,81.3,80,0.5110367892976588,0.6577635327635327
E05008875,Meden,82.6,76.5,0.4009397024275646,0.5341966815054634
E05008876,Netherfield,84.5,78.7,0.3569023569023569,0.5443262411347518
E05008877,Newgate,76.7,68.3,0.3436838390966831,0.6132
E05008878,Newlands,83.9,77.5,0.396039603960396,0.5601241272304112
E05008879,Oak Tree,78.5,75.6,0.2493887530562347,0.50187265917603
E05008880,Oakham,87.8,83.2,0.5894097222222222,0.650352733686067
E05008881,Park Hall,78.9,76.4,0.397039897039897,0.5877726135144798
E05008882,Peafields,82.4,80.1,0.4428450465707028,0.5773011617515639
E05008883,Penniment,83.3,80.8,0.3652453740949316,0.5522959183673469
E05008884,Portland,81.3,75.9,0.3732129420617005,0.654201680672269
E05008885,Racecourse,82,76.6,0.4205469327420547,0.6342629482071713
E05008886,Ransom Wood,79.9,74.7,0.3186728395061728,0.5333043099695255
E05008887,Sandhurst,84.7,80.8,0.4685314685314685,0.6535199321458863
E05008888,Sherwood,79.1,81.1,0.4691075514874142,0.6408393866020986
E05008889,Warsop Carrs,82.3,79.4,0.4057031756318859,0.5931802835921675
E05008890,Woodhouse,79.5,73,0.2996655518394648,0.5631970260223048
E05008891,Woodlands,80.5,74.9,0.3669001751313485,0.5347544022242817
E05008892,Yeoman Hill,83.7,79.2,0.4269081500646831,0.6123348017621145
E05009619,Forest,82.6,80.9,0.5852142623487079,0.6633785450061652
E05009620,Winstanley,86.1,80.9,0.5352407536636427,0.701904595491875
E05009621,Coastal,84.8,81.2,0.3918053777208706,0.4911156422953685
E05009622,Fenside,82.1,77.1,0.3160020191822312,0.6537585421412301
E05009623,Fishtoft,82.8,79.4,0.4480181936322287,0.5982097618645499
E05009624,Five Village,87.7,76.8,0.3789716926632004,0.5538371753720456
E05009625,Kirton and Frampton,81.4,78.8,0.4419512195121951,0.5909993381866314
E05009626,Old Leake and Wrangle,82.5,78,0.3846657929226736,0.529489291598023
E05009627,St Thomas',78.3,76,0.4623115577889447,0.6395180722891566
E05009628,Skirbeck,81.6,74.9,0.3782443861184019,0.6724294813466789
E05009629,Staniland,80.5,75.3,0.3581847649918963,0.5780494739835087
E05009630,Station,81.1,75.4,0.3163737280296022,0.7248259860788863
E05009631,Swineshead and Holland Fen,85.8,79.7,0.4395663956639566,0.5637185645662617
E05009632,Trinity,81.1,77.2,0.4394539850286217,0.6231850656833372
E05009633,West,85.6,N/A - not available,0.5615550755939525,0.6294471811713191
E05009634,Witham,85.5,77.5,0.3867735470941884,0.6357161698760222
E05009635,Wyberton,82.8,79.9,0.4548104956268221,0.6450468710412972
E05009636,Bardney,84.3,77.6,0.5050167224080268,0.5663287791978845
E05009637,Caistor and Yarborough,85.5,80.8,0.5037269517457826,0.5346555768820644
E05009638,Cherry Willingham,82.9,81.6,0.5064785488050677,0.5720563721776026
E05009639,Dunholme and Welton,85.7,81.6,0.5290619086239524,0.5853795425845377
E05009640,Gainsborough East,80.2,75.5,0.3755569700827498,0.5379613356766256
E05009641,Gainsborough North,84.6,79.8,0.4571259609698403,0.6009925558312655
E05009642,Gainsborough South-West,78.1,72.2,0.3721436343852013,0.5477721126136111
E05009643,Hemswell,86,78.1,0.4978317432784042,0.566533155318202
E05009644,Kelsey Wold,86.3,80.8,0.532399299474606,0.5590969455511288
E05009645,Lea,81,N/A - not available,0.5285565939771547,0.5250272034820457
E05009646,Market Rasen,83.4,81,0.4653690596562184,0.5236378760571191
E05009647,Nettleham,87.8,81.9,0.55734504636408,0.5266894556928741
E05009648,Saxilby,84.8,81,0.5405001866368048,0.555241935483871
E05009649,Scampton,86.9,84.2,0.5931458699472759,0.6777188328912467
E05009650,Scotter and Blyton,81.3,80.3,0.523034398034398,0.5460208690235165
E05009651,Stow,81,79.4,0.5231788079470199,0.5357487922705314
E05009652,Sudbrooke,85,81.7,0.6162790697674418,0.5691964285714286
E05009653,Torksey,88.3,81.1,0.443620178041543,0.4607535321821036
E05009654,Waddingham and Spital,85.4,82.7,0.5367847411444142,0.5643232902917265
E05009655,Wold View,82.9,77.8,0.4764705882352941,0.5285459411239964
E05009689,Bestwood St Albans,82.7,79.9,0.4800678541136556,0.6157777777777778
E05009690,Calverton,83.1,79.4,0.4783653846153846,0.5931632161771786
E05009691,Carlton,82.4,79.3,0.4676425269645609,0.596020942408377
E05009692,Carlton Hill,82.8,79.3,0.4617866004962779,0.6175077797321065
E05009693,Cavendish,82.1,78,0.4496527777777778,0.5910884195869112
E05009694,Colwick,N/A - not available,N/A - not available,0.5724815724815725,0.6930171277997365
E05009695,Coppice,83.9,80.8,0.4560797851937092,0.5826104915324246
E05009696,Daybrook,81.2,77.4,0.4237226277372263,0.6287659925711927
E05009697,Dumbles,83.7,80.3,0.5678913738019169,0.5314685314685315
E05009698,Ernehale,83.8,80.3,0.4894391842680262,0.5907031711640732
E05009699,Gedling,83.7,81.7,0.5411764705882353,0.6366273448075808
E05009700,Netherfield,78.4,77.4,0.4434622467771639,0.634857521537442
E05009701,Newstead Abbey,85,84.1,0.5756084222039923,0.5641239405307767
E05009702,Phoenix,82.5,78.7,0.4750423011844332,0.6437173369688707
E05009703,Plains,86.6,81.9,0.5544608648056923,0.5875
E05009704,Porchester,83.5,81.2,0.5641765214883184,0.6263856362217018
E05009705,Redhill,81.7,82,0.4944662620492681,0.6012258543833581
E05009706,Trent Valley,84.1,80.7,0.5639791415964701,0.5810696095076401
E05009707,Woodthorpe,81.3,80.3,0.615477145148356,0.6079522862823061
E05009708,Abbey,85.2,82.7,0.6427579824155484,0.6423095352180164
E05009709,Bingham East,86.2,80.3,0.535366931918656,0.5590077071290944
E05009710,Bingham West,83.2,79,0.5838769804287046,0.6755929609793421
E05009711,Bunny,86.3,84.7,0.676266137040715,0.5796055796055796
E05009712,Compton Acres,87.8,83.7,0.6435599284436494,0.626256006989952
E05009713,Cotgrave,79.9,79.1,0.5295149035651666,0.6511910180549234
E05009714,Cranmer,83.7,81.5,0.5577100646352724,0.471563981042654
E05009715,Cropwell,87.6,82.5,0.5662759242560865,0.555014605647517
E05009716,East Bridgford,91.5,84.7,0.6284552845528455,0.6030599235019124
E05009717,Edwalton,83.3,80.9,0.5774058577405857,0.6061598951507209
E05009718,Gamston North,80.4,78.8,0.5914332784184514,0.6407342657342657
E05009719,Gamston South,83.8,82.4,0.6370808678500987,0.6864573110893032
