wards_code,wards_name,fem_exp,male_exp,nondepri_share,act_share
E05009720,Gotham,85.6,78.8,0.5648232094288305,0.6054872280037843
E05009721,Keyworth & Wolds,85.9,82.4,0.5399835119538334,0.5253502816697964
E05009722,Lady Bay,83.9,82.1,0.6516575952498763,0.6754554170661553
E05009723,Leake,84.9,82.4,0.5872062663185379,0.6238159675236806
E05009724,Lutterell,83.1,80.7,0.5491053677932406,0.5843064945707847
E05009725,Musters,86.8,85.7,0.6610446137105549,0.6482479784366577
E05009726,Nevile & Langar,87.4,85.7,0.5988745980707395,0.5758058097890967
E05009727,Radcliffe on Trent,84,81.5,0.5524094745439695,0.5433703271028038
E05009728,Ruddington,83,81,0.5654135338345865,0.6365105008077544
E05009729,Sutton Bonington,87.4,N/A - not available,0.6194029850746269,0.3888358778625954
E05009730,Thoroton,86.7,84.1,0.625968992248062,0.6309466602594906
E05009731,Tollerton,91.4,83.6,0.5900857959961868,0.5224529212940608
E05009732,Trent Bridge,86.3,78.4,0.5655430711610487,0.6349909402053553
E05009873,Alford,79.4,78.2,0.3694267515923566,0.482657547630679
E05009874,Binbrook,82.8,81.7,0.4577464788732394,0.4852534562211981
E05009875,Burgh le Marsh,85.4,75.9,0.4140752864157119,0.4814814814814814
E05009876,Chapel St Leonards,78.7,73.4,0.2481907194550872,0.3473193473193473
E05009877,Coningsby & Mareham,84.3,81.5,0.4419092578022554,0.5931510350115001
E05009878,Croft,82.8,79.3,0.4053254437869822,0.5054373522458628
E05009879,Friskney,85.4,77.7,0.3316274309109518,0.4737646459500764
E05009880,Fulstow,87.1,81.2,0.4926710097719869,0.5267523849025301
E05009881,Grimoldby,82.5,82.5,0.5034414945919371,0.5578512396694215
E05009882,Hagworthingham,85.2,80,0.5066793893129771,0.5439205955334988
E05009883,Halton Holegate,82.8,80.6,0.4224598930481283,0.4616040955631399
E05009884,Holton-le-Clay & North Thoresby,84.3,81.7,0.5115670013094719,0.5274291027429103
E05009885,Horncastle,83.1,77,0.4475062000551116,0.5372397841171935
E05009886,Ingoldmells,76.4,72.1,0.2299717247879359,0.4086870681145113
E05009887,Legbourne,85.8,79.9,0.5067497403946002,0.5129171151776103
E05009888,Mablethorpe,77.3,73.6,0.2592871485943775,0.342611826616812
E05009889,Marshchapel & Somercotes,84.5,80.5,0.406830738322451,0.4768719652440583
E05009890,North Holme,78.4,77.6,0.4148936170212766,0.5210526315789473
E05009891,Priory & St James',82.2,78.8,0.4725010036130068,0.5577766942954656
E05009892,Roughton,83.5,77.6,0.4404646660212972,0.4868609651218347
E05009893,St Clement's,79.4,72.8,0.3216374269005848,0.4736385333044044
E05009894,St Margaret's,78,77.3,0.4812450119712689,0.5465675557498907
E05009895,St Mary's,84.5,82.5,0.5190771960958296,0.5135534746180385
E05009896,St Michael's,82.7,78.7,0.4316109422492401,0.5016666666666667
E05009897,Scarbrough & Seacroft,79,74.2,0.3225305216426193,0.4892613283674736
E05009898,Sibsey & Stickney,82.8,79.4,0.4425133689839572,0.5327570518653321
E05009899,Spilsby,80.9,78.7,0.4090287277701778,0.5271885846509834
E05009900,Sutton on Sea,81.6,78.3,0.3139794551138901,0.281524926686217
E05009901,Tetford & Donington,81.2,83.6,0.51295799821269,0.5117349286700414
E05009902,Tetney,83.3,79.4,0.5222868217054264,0.5430308699719364
E05009903,Trinity,83.5,77.7,0.3836363636363636,0.5512048192771084
E05009904,Wainfleet,80.9,77.7,0.3448275862068966,0.4460590048436812
E05009905,Willoughby with Sloothby,84.9,78.4,0.3684684684684685,0.4447004608294931
E05009906,Winthorpe,81.2,75.1,0.2927631578947368,0.4743486973947896
E05009907,Withern & Theddlethorpe,84.8,79.6,0.3945278022947925,0.4589947089947089
E05009908,Woodhall Spa,85.6,81.7,0.4866666666666667,0.4326404926866821
E05009909,Wragby,82.1,82.1,0.4451166810717372,0.5396243701328447
E05010064,Balderton South,85.2,83.1,0.5075541037158023,0.6099352051835853
E05010066,Bilsthorpe,82.7,79.5,0.3998691099476439,0.6019417475728155
E05010067,Boughton,81.4,78.4,0.3782009192383453,0.5099079971691437
E05010068,Bridge,80.5,75,0.466156202143951,0.6517678452301534
E05010070,Collingham,83,79.4,0.5258014073494918,0.5198445171849427
E05010071,Devon,81.8,79.1,0.3863039847291816,0.5481818181818182
E05010072,Dover Beck,85.2,83.6,0.6098130841121495,0.5708645874457166
E05010073,Edwinstowe & Clipstone,81.9,78.1,0.4888570844408096,0.6119166049317388
E05010075,Farnsfield,89.4,82.9,0.5555555555555556,0.5515151515151515
E05010076,Lowdham,88.6,84.1,0.5472508591065293,0.4861860908224834
E05010077,Muskham,86.6,82.8,0.5796986518636004,0.5553319919517102
E05010078,Ollerton,80.6,76,0.4168087697929354,0.6024377593360996
E05010079,Rainworth North & Rufford,83.5,80.5,0.4560283687943262,0.5962151021172943
E05010080,Rainworth South & Blidworth,80,78.4,0.4242085661080074,0.5785854616895875
E05010081,Southwell,84.3,82.9,0.5762982689747004,0.4998031237695235
E05010082,Sutton-on-Trent,83,82.4,0.5704989154013015,0.5869165747886806
E05010083,Trent,82.8,82.2,0.6174773289365211,0.5514855514855515
E05010090,Appleby,82.3,82.2,0.571150097465887,0.625301786576533
E05010091,Ashby Castle,87.2,84.1,0.6280487804878049,0.602958349552355
E05010092,Ashby Holywell,86,N/A - not available,0.5514223194748359,0.6371308016877637
E05010093,Ashby Ivanhoe,86.5,80.4,0.534850640113798,0.6040740740740741
E05010094,Ashby Money Hill,82.7,N/A - not available,0.57543391188251,0.6728181468665897
E05010095,Ashby Willesley,79.1,N/A - not available,0.5063291139240507,0.5346260387811634
E05010096,Ashby Woulds,81.4,79.6,0.5497382198952879,0.6588973554459885
E05010097,Bardon,83.8,81.3,0.5681034482758621,0.7506678539626002
E05010098,Blackfordby,82.3,78.6,0.4548104956268221,0.5836893203883495
E05010099,Broom Leys,85.1,74.7,0.4204878048780487,0.5205333333333333
E05010100,Castle Donington Castle,80.9,81.3,0.4673452078032231,0.5745958429561201
E05010101,Castle Donington Central,85.7,83.9,0.6104944500504541,0.6388168137000518
E05010102,Castle Donington Park,N/A - not available,N/A - not available,0.5761396702230844,0.6918837675350702
E05010103,Castle Rock,88.7,79.3,0.4352100089365505,0.5131639722863741
E05010104,Coalville East,83.1,81.3,0.5499524262607041,0.6978250809810274
E05010105,Coalville West,75.8,75.2,0.4387990762124711,0.6573804573804574
E05010106,Daleacre Hill,85.4,79.6,0.5490367775831874,0.5265743635551585
E05010107,Ellistown & Battleflat,80.9,82,0.5021987686895338,0.6538817005545285
E05010108,Greenhill,79.8,75.2,0.3515914137675796,0.5719543614280457
E05010109,Hermitage,82.3,81.5,0.4888705688375927,0.6472196900638104
E05010110,Holly Hayes,83,80.6,0.4631578947368421,0.5817199459702836
E05010111,Hugglescote St John's,N/A - not available,N/A - not available,0.5285106382978724,0.6848946660690274
E05010112,Hugglescote St Mary's,86.2,77.4,0.5310778914240756,0.6854905193734543
E05010113,Ibstock East,80.5,77.5,0.4753521126760563,0.6391509433962265
E05010114,Ibstock West,85.6,81.2,0.5057915057915058,0.624847250509165
E05010115,Kegworth,86.8,80,0.5558659217877095,0.525635103926097
E05010116,Long Whatton & Diseworth,90.2,81.6,0.5729349736379613,0.6028079710144928
E05010117,Measham North,85.5,76.9,0.5317460317460317,0.7024474023185918
E05010118,Measham South,84.3,76.8,0.413162705667276,0.5684567005321722
E05010119,Oakthorpe & Donisthorpe,84.3,80.6,0.5179180887372014,0.6659510519536281
E05010120,Ravenstone & Packington,90.6,80.4,0.5763216679076694,0.611322188449848
E05010121,Sence Valley,85.2,82.8,0.5581210191082803,0.6916118421052632
E05010122,Snibston North,82.8,78.4,0.4875252865812542,0.6822529224229543
E05010123,Snibston South,79.2,79.9,0.4362934362934363,0.6508591065292096
E05010124,Thornborough,82.6,N/A - not available,0.459051724137931,0.5417867435158501
E05010125,Thringstone,80.4,78.1,0.4693548387096774,0.5681915348439504
E05010126,Valley,86,80.9,0.5730427764326069,0.6088009689140089
E05010127,Worthington & Breedon,84.1,81.2,0.5713073005093379,0.6173160173160173
E05010148,Aveland,83,81.2,0.5333333333333333,0.5689095127610209
E05010149,Belmont,86.7,79.4,0.5558809175207419,0.6521627847453288
E05010150,Belvoir,84.9,82.9,0.5006928406466513,0.508125151588649
E05010151,Bourne Austerby,82.4,79.4,0.6124197002141327,0.721868365180467
E05010152,Bourne East,84,79.1,0.4328905176362803,0.5330495743615423
E05010153,Bourne West,83.1,80.6,0.5178965974370305,0.5582412523020258
E05010154,Casewick,87.5,80,0.557264265479563,0.5651368594360979
E05010155,Castle,88.7,79.4,0.5146909827760892,0.5678627145085804
E05010156,Deeping St James,85.5,80.3,0.5633982753114021,0.6230897009966777
E05010157,Dole Wood,86.1,82.3,0.5588803088803089,0.5606429615197273
E05010158,Glen,92.1,84.4,0.565625,0.5949820788530465
E05010159,Grantham Arnoldfield,80.5,78.7,0.612290008841733,0.6650655021834061
E05010160,Grantham Barrowby Gate,84,81.2,0.5118994162550516,0.583435733595478
E05010161,Grantham Earlesfield,81.8,77.7,0.3506493506493506,0.624822262847857
E05010162,Grantham Harrowby,80.6,78,0.3664278403275333,0.5722682340368688
E05010163,Grantham St Vincent's,82.1,77.4,0.4559201141226819,0.6250600865245954
E05010164,Grantham St Wulfram's,80.2,77.1,0.4350864288341302,0.5628427286685677
E05010165,Grantham Springfield,82.3,79.2,0.5156765676567657,0.6964567817648386
E05010166,Isaac Newton,82.6,81.5,0.510156971375808,0.6115641215715345
E05010167,Lincrest,86.5,84.4,0.5475974614687217,0.5692729766803841
E05010168,Loveden Heath,84.6,82.7,0.5394973070017953,0.5545950864422202
E05010169,Market & West Deeping,85.2,82.8,0.5438765670202508,0.5678760006813149
E05010170,Morton,85,84.9,0.5056603773584906,0.6123515439429928
E05010171,Peascliffe & Ridgeway,86.1,81.5,0.4690388170055453,0.5459911460895229
E05010172,Stamford All Saints,83.3,80.9,0.5453271028037383,0.6035741253460861
E05010173,Stamford St George's,84.7,79.5,0.493597686906237,0.6148165243480268
E05010174,Stamford St John's,87.8,84.2,0.6296296296296297,0.6601293103448277
E05010175,Stamford St Mary's,84.1,81.8,0.5378119001919386,0.5503001200480192
E05010176,Toller,84,82.1,0.4728813559322034,0.5598748882931188
E05010177,Viking,86.7,83.7,0.5770308123249299,0.5733333333333334
E05010458,Abbey,80.9,77.5,0.3974650245127347,0.6071865354376565
E05010459,Aylestone,80.4,78.9,0.4605833661805282,0.6186661117469566
E05010460,Beaumont Leys,81.5,77.3,0.403862660944206,0.6140412400056109
E05010461,Belgrave,83.1,77.5,0.2618705035971223,0.5519236504622725
E05010462,Braunstone Park & Rowley Fields,78.3,73.9,0.3508340876761929,0.5953331669578238
E05010463,Castle,84.1,77,0.4909386617100372,0.4400108210469363
E05010464,Evington,82,78.2,0.3822886909763065,0.5500700022105961
E05010465,Eyres Monsell,80.6,75.9,0.3282377919320594,0.5696174622423107
E05010466,Fosse,82.3,75.9,0.4104879319326271,0.6626142514863785
E05010467,Humberstone & Hamilton,81.6,77.5,0.4653158857464471,0.6446312571646924
E05010468,Knighton,82.5,78.6,0.5546827794561934,0.6004358881220486
E05010469,North Evington,83.6,77.1,0.2624732170186715,0.5772125473822997
E05010470,Rushey Mead,84.1,77.9,0.3391257613758509,0.554370556252614
E05010471,Saffron,78.9,71.4,0.3553452355345236,0.5154939846882974
E05010472,Spinney Hills,83.9,79.7,0.3364915302899799,0.5495779517949761
E05010473,Stoneygate,85.6,78.1,0.3845120859444942,0.5212830463254912
E05010474,Thurncourt,81.8,76.6,0.3859161454713922,0.5820299859777802
E05010475,Troon,82.3,75.6,0.3957783641160949,0.6021939447125932
E05010476,Westcotes,80.9,75.1,0.4397309881013967,0.5597770280181898
E05010477,Western,79.9,75.1,0.3886676088911731,0.5853440571939231
E05010478,Wycliffe,82.5,77.5,0.2183985605038236,0.5061822493224932
E05010514,Attenborough & Chilwell East,82.1,80.3,0.5463446475195822,0.5653633159926162
E05010515,"Awsworth, Cossall & Trowell",86,81.9,0.495067264573991,0.5853658536585366
E05010516,Beeston Central,80.5,77.2,0.4603058994901675,0.5204359673024523
E05010517,Beeston North,84.1,80.6,0.4810286677908937,0.5037969994443415
E05010518,Beeston Rylands,80.1,78.5,0.525065963060686,0.6505548705302096
E05010519,Beeston West,82.2,78.3,0.5677551020408164,0.6128355704697986
E05010520,Bramcote,85.2,82.5,0.58496,0.5428477797804359
E05010521,Brinsley,83.1,80.4,0.4425228891149542,0.5560187597707139
E05010522,Chilwell West,81.7,80.6,0.4486148346738159,0.5764801297648013
E05010523,Eastwood Hall,85.9,80.8,0.493891797556719,0.5902238465052535
E05010524,Eastwood Hilltop,80.9,76.5,0.4,0.5434458788480635
E05010525,Eastwood St Mary's,82.1,78.4,0.3706070287539936,0.5470692717584369
E05010526,Greasley,83.5,81.2,0.5302771125555936,0.5768053304520079
E05010527,Kimberley,84.1,80.9,0.4719896973599485,0.5895829604438876
E05010528,Nuthall East & Strelley,82.3,82.3,0.5869886643666831,0.6220876048462254
E05010529,Stapleford North,86,80.1,0.449375866851595,0.5910878112712975
E05010530,Stapleford South East,84.5,80.1,0.4649956784788245,0.6034725480994838
E05010531,Stapleford South West,84.3,79.9,0.477618069815195,0.651110104213865
E05010532,Toton & Chilwell Meadows,86.4,82.2,0.5811487481590575,0.6427925211097707
E05010533,Watnall & Nuthall West,82.8,82.6,0.5416216216216216,0.6009211595773503
E05010604,Awsworth Road,80.2,74.7,0.384418901660281,0.6105212355212355
E05010605,Breaston,84.9,81.4,0.5233502538071066,0.532634971796938
E05010606,Cotmanhay,81.5,77.2,0.339126559714795,0.5355461976715382
E05010607,Derby Road East,81.9,78.9,0.4822638501394978,0.6915299932599416
E05010608,Derby Road West,84.9,79.7,0.4868598382749326,0.5652782639131957
E05010609,Draycott & Risley,84.1,79.2,0.5285190999476713,0.6129124004550626
E05010610,Hallam Fields,86.2,83.8,0.5396897810218978,0.714705162711035
E05010611,Kirk Hallam & Stanton-by-Dale,80.9,78.5,0.4007104795737122,0.5796299828342552
E05010612,Larklands,82.2,77,0.4078549848942598,0.6206799266469177
E05010613,Little Eaton & Stanley,89.8,84.1,0.5641981885988279,0.5672530446549391
E05010614,Little Hallam,79.6,77.1,0.4905838041431262,0.6049258607690374
E05010615,Long Eaton Central,82.9,78.5,0.4464737285754425,0.6463554463554464
E05010616,Nottingham Road,82.5,79.2,0.494407158836689,0.6358949177510435
E05010617,Ockbrook & Borrowash,83.4,79.3,0.5239758653540807,0.5808232931726908
E05010618,Sandiacre,81.9,78.3,0.4949066213921901,0.617717358828802
E05010619,Sawley,84.4,80.1,0.4602693602693603,0.5988145952954251
E05010620,Shipley View,82.8,78.6,0.5529470529470529,0.6571078431372549
E05010621,West Hallam & Dale Abbey,84.8,81.3,0.5413115968877362,0.5624290578887627
E05010622,Wilsthorpe,84.7,80.2,0.540731632339379,0.6660237865638059
E05010623,Barms,81,77.5,0.4264367816091954,0.5978334461746784
E05010624,Blackbrook,82.3,81.5,0.5819672131147541,0.6092045756850226
E05010625,Burbage,88.4,78.3,0.5997679814385151,0.6763313609467455
E05010626,Buxton Central,81.9,77.1,0.4762407602956705,0.5827542640555906
E05010627,Chapel East,84.8,77.9,0.5184426229508197,0.6092530657748049
E05010628,Chapel West,83.7,81.2,0.5098128708352351,0.5903643922719491
E05010629,Corbar,77.1,76.9,0.540948275862069,0.5317505720823799
E05010630,Cote Heath,83.9,78.2,0.5105293113261241,0.6692818346409173
E05010631,Dinting,88.8,N/A - not available,0.6166982922201139,0.5895153313550939
E05010632,Gamesley,75.5,N/A - not available,0.2958579881656805,0.5653140633685381
E05010633,Hadfield North,78.7,74.4,0.4423791821561338,0.6428945988463556
E05010634,Hadfield South,80.9,76,0.5102949360044519,0.63103953147877
E05010635,Hayfield,N/A - not available,82,0.5422612513721186,0.5550972304065999
E05010636,Hope Valley,88.3,81.8,0.5598570577724836,0.5562300319488818
E05010637,Howard Town,82,76.3,0.5100755667506297,0.6449837378033525
E05010638,Limestone Peak,N/A - not available,78.2,0.4763406940063091,0.6476399560922064
E05010639,New Mills East,79.7,77.9,0.4596238938053097,0.6076713983690728
E05010640,New Mills West,85.6,83.4,0.5756646216768916,0.6776929601357082
E05010641,Old Glossop,86,83.5,0.5693430656934306,0.6284036305392419
E05010642,Padfield,84.6,78.2,0.5333998005982054,0.6791530944625406
E05010643,St John's,N/A - not available,N/A - not available,0.5690672963400236,0.5905463474524248
E05010644,Sett,84.6,N/A - not available,0.5858343337334934,0.5800492610837439
E05010645,Simmondley,85.6,83.2,0.6102850061957868,0.6371496720333931
E05010646,Stone Bench,81.7,77,0.4196525515743757,0.6260186263096623
E05010647,Temple,86,N/A - not available,0.569811320754717,0.5096602265156562
E05010648,Tintwistle,84,83.5,0.505664263645726,0.6478021978021979
E05010649,Whaley Bridge,86.4,81.1,0.5542295542295542,0.6074226035061544
E05010650,Whitfield,80.2,76.1,0.4411764705882353,0.5707620528771384
E05010673,Abbey Hill,81.3,N/A - not available,0.3460736622654621,0.5080527086383602
E05010674,Annesley & Kirkby Woodhouse,82.9,80.1,0.4542961608775137,0.5900974025974026
E05010675,Ashfields,86.4,82.1,0.5502810743285447,0.7027786450202935
E05010676,Carsic,81.4,75.2,0.2912743251726302,0.5448652337086318
E05010677,Sutton Central & New Cross,78.2,74.5,0.393719806763285,0.6201876415399548
E05010678,Hucknall Central,83.2,77.8,0.4433647130276343,0.6229077781424353
E05010679,Hucknall North,84.2,80.8,0.4975813544415127,0.6472385428907168
E05010680,Hucknall South,80.8,77.7,0.4235123367198838,0.6075096277278562
E05010681,Hucknall West,81.1,78,0.4585521808632107,0.602959879754885
E05010682,Huthwaite & Brierley,82.1,76.8,0.4325692170288776,0.5852756791512619
E05010683,Jacksdale & Westwood,82.1,78.1,0.4278110445775116,0.579041487839771
E05010684,Kingsway,87.4,84.2,0.3907766990291262,0.5318121983326021
E05010685,Kirkby Cross & Portland,79.3,77,0.4923391215526047,0.6510067114093959
E05010686,Larwood,84.2,81.9,0.5531914893617021,0.6926531921719602
E05010687,Leamington,76.1,72,0.3070730304772858,0.5285194174757282
E05010688,Sutton St Mary's,81,78.8,0.3791304347826087,0.5244372990353697
E05010689,Selston,82.1,78.1,0.4366457332840783,0.5663313721768837
E05010690,Skegby,80.7,77.7,0.4258278145695364,0.5599645704162977
E05010691,Stanton Hill & Teversal,81.5,79.7,0.40014164305949,0.5610029940119761
E05010692,Greenwood & Summit,80.2,74.6,0.341006247944755,0.5698790896159317
E05010693,Sutton Junction & Harlow Wood,90.3,85,0.5329218106995884,0.6308633582596873
E05010694,The Dales,79.4,78.1,0.4186360567184335,0.5575125808770669
E05010695,Underwood,86.6,82.1,0.4439775910364145,0.5476545048399106
E05010784,Abbey,81,75.3,0.4726519938984528,0.6137114831005438
E05010785,Birchwood,78.7,77.2,0.4247311827956989,0.5878445229681979
E05010786,Boultham,82.5,78.1,0.4897959183673469,0.4190233878070261
E05010787,Carholme,78.3,75.1,0.5232077764277036,0.4759047993705743
E05010788,Castle,82.7,75.4,0.4269147788565264,0.5905352986811482
E05010789,Glebe,79.3,73.9,0.4102707228579402,0.5983558426306518
E05010790,Hartsholme,83.7,81.2,0.4815810701801559,0.5963741841914431
E05010791,Minster,82.5,78.1,0.435290763968073,0.5441393563625627
E05010792,Moorland,81.5,78.1,0.3955947136563876,0.5509819324430479
E05010793,Park,76.3,72.2,0.4162887377173091,0.6411747601046816
E05010794,Witham,83.4,79.8,0.495,0.6311017077225328
E05011552,Balderton North & Coddington,81.4,81.5,0.4896941489361702,0.5705641573233672
E05011553,Beacon,81.8,78.6,0.5239825581395349,0.6428476557311728
E05011554,Castle,82,78.6,0.458803611738149,0.5960151150807282
E05011555,Farndon & Fernwood,84.6,79.4,0.5691686300908785,0.6297512093987561
E05011964,Billesdon & Tilton,88.2,81.5,0.5978552278820375,0.6207207207207207
E05011965,Bosworth,82.2,82.7,0.5956204379562043,0.6458481192334988
E05011966,Broughton Astley-Primethorpe & Sutton,83.3,80.6,0.5554474708171206,0.6292357160524363
E05011967,Broughton Astley South & Leire,86.8,83.3,0.6279292204686753,0.7130576208178439
E05011968,Dunton,89.9,84.7,0.6322049405306496,0.6230735358872743
E05011969,Fleckney,82.8,81.9,0.5617792421746294,0.6289451827242524
E05011970,Glen,89.5,83,0.6002527379949453,0.608153078202995
E05011971,Kibworths,85.4,79.7,0.5984555984555985,0.6184938306623174
E05011972,Lubenham,90.5,81.5,0.5964740450538688,0.5134622677284794
E05011973,Lutterworth East,86.2,79.3,0.5161696766064678,0.6233265259813933
E05011974,Lutterworth West,80.9,83.1,0.5539733578318787,0.616543043380535
E05011975,Market Harborough-Great Bowden & Arden,88,82.4,0.5288709084222141,0.6143205858421481
E05011976,Market Harborough-Little Bowden,82.5,80,0.6213550600343053,0.6479547432550044
E05011977,Market Harborough-Logan,83.8,80.5,0.5302911093627065,0.5458706053671729
E05011978,Market Harborough-Welland,83,79.8,0.5743779777660137,0.6453366792137181
E05011979,Misterton,84.1,78.6,0.6485355648535565,0.6761133603238867
E05011980,Nevill,84.7,82.9,0.630360205831904,0.6128364389233955
E05011981,Thurnby & Houghton,86.8,84.1,0.5714285714285714,0.6167343197590677
E05011982,Ullesthorpe,85,81.9,0.5814873417721519,0.6178392925797771
E05011983,Ault Hucknall,82.9,80,0.4476363636363636,0.5844854070660522
E05011984,Barlborough,84.8,83.3,0.522982062780269,0.6072559746616758
E05011985,Blackwell,80.2,77.5,0.4197595399895452,0.5722958057395143
E05011986,Bolsover East,79.9,77.4,0.4274730907227063,0.5663888888888889
E05011987,Bolsover North & Shuttlewood,82.9,75.7,0.4149008885850991,0.5919184564979978
E05011988,Bolsover South,84,77.8,0.4240077444336882,0.5428036383092563
E05011989,Clowne East,82.3,78,0.4450636942675159,0.58207343412527
E05011990,Clowne West,79.5,77.1,0.4927163667523564,0.6241071428571429
E05011991,Elmton-with-Creswell,79.2,77.3,0.3959183673469387,0.5645312793537479
E05011992,Langwith,79.6,77.1,0.3512544802867383,0.5762800417972832
E05011993,Pinxton,81.3,78.3,0.369109947643979,0.5847789591494125
E05011994,Shirebrook North,81,74.8,0.313844714686623,0.573474001507159
E05011995,Shirebrook South,81.4,75.7,0.4141865079365079,0.6529262086513994
E05011996,South Normanton East,83.5,78.5,0.4391304347826087,0.6388324873096447
E05011997,South Normanton West,85.3,82.1,0.4912339851652056,0.6449598572702944
E05011998,Tibshelf,84.7,77.6,0.4845528455284553,0.6443181818181818
E05011999,Whitwell,84,77.9,0.4228855721393035,0.5658727766053663
E05012040,Ashover,N/A - not available,N/A - not available,0.5247641509433962,0.5451860602480804
E05012041,Barlow & Holmesfield,86,N/A - not available,0.5756154747948418,0.5492788461538461
E05012042,Brampton & Walton,83.1,82.2,0.5355704697986577,0.5427083333333333
E05012043,Clay Cross North,80.7,78.5,0.4141382546137003,0.5531800215594682
E05012044,Clay Cross South,81.2,76.6,0.3383985973115137,0.5266798418972332
E05012045,Coal Aston,88,79,0.5067264573991032,0.4990820073439412
E05012046,Dronfield North,80.9,77.4,0.4299287410926365,0.5686666666666667
E05012047,Dronfield South,85,83.2,0.5643153526970954,0.5883534136546185
E05012048,Dronfield Woodhouse,N/A - not available,N/A - not available,0.5780274656679151,0.5657894736842105
E05012049,Eckington North,81.6,79.7,0.4774774774774775,0.5757304710793083
E05012050,Eckington South & Renishaw,81.1,81.3,0.4402375649591685,0.6194672541558182
E05012051,Gosforth Valley,88.8,83.2,0.5504334121355398,0.5237404105328634
E05012052,Grassmoor,81.9,78.8,0.4193548387096774,0.5739788199697428
E05012053,Holmewood & Heath,79.5,74.3,0.419989904088844,0.5783300753979336
E05012054,Killamarsh East,78.4,78.1,0.4609130706691682,0.591268585890541
E05012055,Killamarsh West,86.4,81.3,0.4694560669456067,0.6097507169644827
E05012056,North Wingfield Central,81.9,78.7,0.4328304597701149,0.5679062247372676
E05012057,Pilsley & Morton,83.3,77.5,0.4656552886641382,0.5935355324330308
E05012058,Ridgeway & Marsh Lane,N/A - not available,N/A - not available,0.4993630573248407,0.5506287227001986
E05012059,Shirland,83,80.3,0.4317343173431734,0.5604373757455269
E05012060,Sutton,82.5,80.6,0.4315732758620689,0.5382803297997645
E05012061,Tupton,82.9,77.6,0.497029702970297,0.6186582809224319
E05012062,Unstone,N/A - not available,N/A - not available,0.4088785046728972,0.5293742017879949
E05012063,Wingerworth,87.5,82.8,0.540877598152425,0.4952589350838803
E05012270,Aspley,79.6,75.8,0.3402046566810025,0.5985506152336378
E05012271,Basford,81.8,76.7,0.4074439588326519,0.6042582735477898
E05012272,Berridge,79.9,76.3,0.451123344740366,0.6174735195848441
E05012273,Bestwood,80.3,75.7,0.3567743687211512,0.5931894192763758
E05012274,Bilborough,77.7,74.3,0.327177548349571,0.5353588661037394
E05012275,Bulwell,78.4,73.8,0.3234332812277959,0.5689985625299473
E05012276,Bulwell Forest,82.8,78,0.4101077050538525,0.5721608484312859
E05012277,Castle,89.8,77.5,0.6547918683446273,0.5406262005378409
E05012278,Clifton East,80.9,77.2,0.3673211781206171,0.599539956963716
E05012279,Clifton West,84.1,80.7,0.4615747289014615,0.5065545116888792
E05012280,Dales,81.6,78.2,0.3951162106501912,0.6019773799715377
E05012281,Hyson Green & Arboretum,78.9,73.7,0.3681838010760506,0.3830683584934048
E05012282,Leen Valley,81.2,78.8,0.4373401534526854,0.5803921568627451
E05012283,Lenton & Wollaton East,81.8,76.9,0.4359951498354408,0.28699596271744
E05012284,Mapperley,80.6,77.1,0.4910122989593188,0.6173137383929225
E05012285,Meadows,80,75.4,0.4354667233680629,0.6087458174685589
E05012286,Radford,82.3,75.3,0.3785468615649183,0.2810139883102384
E05012287,St. Ann's,79.2,75.4,0.3603740207227697,0.4575466166295297
E05012288,Sherwood,82,76.9,0.4873812351543943,0.6139477914720968
E05012289,Wollaton West,86.9,82.5,0.5414707857622566,0.5693442758849374
E05012632,Barleythorpe,N/A - not available,N/A - not available,0.662771285475793,0.6823425022182786
E05012633,Braunston & Martinsthorpe,85.5,84.8,0.6110091743119266,0.5611476952022577
E05012634,Cottesmore,86.1,80.2,0.5953917050691244,0.654230512991339
E05012635,Exton,N/A - not available,N/A - not available,0.5874799357945425,0.5427385892116182
E05012636,Greetham,N/A - not available,83.7,0.6143572621035058,0.3911488600804649
E05012637,Ketton,84.6,82.8,0.5981848184818482,0.5342869162810265
E05012638,Langham,N/A - not available,N/A - not available,0.5595611285266457,0.5339403973509934
E05012639,Lyddington,N/A - not available,N/A - not available,0.6409395973154363,0.5560307955517536
E05012640,Normanton,88,86.4,0.600151171579743,0.6166541635408852
E05012641,Oakham North East,88.3,81.3,0.5367483296213809,0.5593607305936074
E05012642,Oakham North West,81,78.5,0.4889705882352941,0.6198575949367089
E05012643,Oakham South,88.8,82,0.5388496468213926,0.4983615510649918
E05012644,Ryhall & Casterton,89,84.1,0.5727051177904143,0.6120150187734669
E05012645,Uppingham,84.7,83.6,0.5793397231096912,0.5344551282051282
E05012646,Whissendine,N/A - not available,N/A - not available,0.6146616541353384,0.5298988040478381
E05013213,Brickhill and Queensway,81.1,77.8,0.3880092510229496,0.6011816838995568
E05013214,Burton and Broughton,84.1,80.6,0.5088811572971983,0.657344659730839
E05013215,Clover Hill,81.1,80.4,0.4915902140672782,0.666280864197531
E05013216,Corby Rural,83,80.4,0.5952340996811546,0.7061855670103093
E05013217,Corby West,80.6,77.1,0.4030039811798769,0.6264645713222987
E05013218,Croyland and Swanspool,79.5,76.1,0.4146100691016782,0.6434451087427433
E05013219,Desborough,82.9,78.9,0.5302569303583502,0.6219385096404377
E05013220,Earls Barton,83.7,81.4,0.5339952877818916,0.6031343022237786
