Code,Label,unemploy,low_birth_weight,male_exp,fem_exp,obesity,deprivation
E05006931,Stapenhill,5.7,8.1,74.7,79,2,32.3
E05006932,Stretton,1.8,5.4,81.9,85.5,1,7.4
E05006933,Town,2.5,5.5,78.3,82.7,1,13.3
E05006934,Tutbury and Outwoods,2.1,9.8,78.8,83,1,11.1
E05006935,Weaver,2.1,6.9,81.7,N/A - not available,1,14.7
E05006936,Winshill,4.4,8.8,78.2,81.6,1,21.1
E05006937,Yoxall,1.9,5.7,78.2,84.1,1,9
E05006988,Bilbrook,5.6,8.6,80.7,83.4,1,18.7
E05006989,Brewood and Coven,3.1,5.7,80.5,83.7,1,9.8
E05006990,Cheslyn Hay North and Saredon,3.5,7.1,83.1,86.4,1,16.3
E05006991,Cheslyn Hay South,2.9,9.2,83.6,86.1,1,12.1
E05006992,Codsall North,3.5,2.2,81.3,86.6,1,10
E05006993,Codsall South,2.1,9.4,82.3,84.1,1,5
E05006994,Essington,3.6,5.3,78.8,81.5,1,17.4
E05006995,Featherstone and Shareshill,3.7,8.8,79,86.2,1,20
E05006996,Great Wyrley Landywood,3.7,5.3,78.7,84.5,1,17.1
E05006997,Great Wyrley Town,4.1,5.1,79.9,82.7,1,15.5
E05006998,Himley and Swindon,3.1,6.1,75.3,80.5,1,17.3
E05006999,Huntington and Hatherton,4.4,6.9,77.6,82.2,1,19.5
E05007000,Kinver,3,4.4,82.7,83.5,1,10.8
E05007001,Pattingham and Patshull,3,3.9,81.4,88.6,2,7.3
E05007002,Penkridge North East and Acton Trussell,2.8,7.8,83.5,84,2,12
E05007003,Penkridge South East,3.4,5,80,84.6,2,11.4
E05007004,Penkridge West,3.6,5.3,78,84.1,2,13.4
E05007005,Perton Dippons,2.3,7.5,N/A - not available,82.9,2,8.2
E05007006,Perton East,2,7.9,81.1,86.2,2,3.2
E05007007,Perton Lakeside,4.4,5.2,81.7,87.2,2,11.4
E05007008,Trysull and Seisdon,3.3,9.1,78.3,87.1,3,16.2
E05007009,"Wheaton Aston, Bishopswood and Lapley",3.1,3.6,81,84.3,2,15.4
E05007010,Wombourne North and Lower Penn,2.5,4.5,80.8,84.2,2,9.8
E05007011,Wombourne South East,3.3,5.7,83.2,86.6,1,8.4
E05007012,Wombourne South West,4.2,4.3,78.5,86.1,2,15.1
E05007039,Alton,1.6,9.1,N/A - not available,N/A - not available,2,6.8
E05007040,Bagnall and Stanley,1.6,8.8,N/A - not available,N/A - not available,2,10
E05007041,Biddulph East,5,7,76.4,80.1,3,25.6
E05007042,Biddulph Moor,1,N/A - not available,N/A - not available,N/A - not available,2,7.1
E05007043,Biddulph North,1.8,5.5,82.3,85.3,2,7.5
E05007044,Biddulph South,1.9,N/A - not available,N/A - not available,N/A - not available,2,11.7
E05007045,Biddulph West,3.1,6.7,79.9,84.6,2,13.1
E05007046,Brown Edge and Endon,1.9,4.9,82.6,84.6,2,7.4
E05007047,Caverswall,2.9,6.6,N/A - not available,N/A - not available,3,16.3
E05007048,Cellarhead,2.2,3.1,78.6,83.9,2,10.4
E05007049,Cheadle North East,3.4,10.7,77.6,81.4,3,24
E05007050,Cheadle South East,2.1,8.9,78.8,81,2,14.5
E05007051,Cheadle West,3.1,8.3,77.8,83.9,2,14.4
E05007052,Checkley,1.9,6.5,81.9,84.6,3,11.3
E05007053,Cheddleton,1.6,6,82.1,83.6,2,10.8
E05007054,Churnet,2.7,10.3,83.9,83.1,1,16.7
E05007055,Dane,2,N/A - not available,N/A - not available,N/A - not available,1,24
E05007056,Forsbrook,2.2,7.9,81.2,86.2,1,9.1
E05007057,Hamps Valley,1.4,4.5,N/A - not available,N/A - not available,1,16.7
E05007058,Horton,0.9,N/A - not available,N/A - not available,N/A - not available,3,17.7
E05007059,Ipstones,2,7.3,N/A - not available,N/A - not available,2,15.6
E05007060,Leek East,3,8.1,79.1,83.2,1,17.2
E05007061,Leek North,4.4,8.2,75.4,79.6,1,31.7
E05007062,Leek South,3.8,5.9,77.2,82,2,17.8
E05007063,Leek West,2.4,9.3,79.6,83.4,1,10.7
E05007064,Manifold,1.9,N/A - not available,N/A - not available,N/A - not available,2,22.5
E05007065,Werrington,1.7,8.7,79.1,81.9,3,7.6
E05007066,Amington,4.7,10.3,78.8,84.6,1,21.2
E05007067,Belgrave,5.3,7.6,76.1,80.1,2,25.5
E05007068,Bolehall,5.2,6.4,79.9,84.1,3,20.2
E05007069,Castle,4.5,5.9,77.7,84.2,1,22.1
E05007070,Glascote,6.8,8.6,76.5,81.7,2,35
E05007071,Mercian,5.2,7.9,79.3,82.3,1,19.6
E05007072,Spital,4.4,4.7,79.1,83.2,1,18.2
E05007073,Stonydelph,4.8,8.1,81,82.3,1,23.1
E05007074,Trinity,2.5,7.9,79.3,83.8,1,10.2
E05007075,Wilnecote,3.8,9.1,80,84.4,1,15.1
E05007117,Alexandra,8.5,8.2,82,84.2,3,28.8
E05007118,Bixley,2.4,11.3,82.3,87.2,1,10.3
E05007119,Bridge,9,6.8,75.3,82.1,2,33.5
E05007120,Castle Hill,2.5,5.7,81.8,84.5,1,11.7
E05007121,Gainsborough,6.3,7.4,82.2,82.8,4,33.7
E05007122,Gipping,7.9,9.2,75.5,80.9,3,35.6
E05007123,Holywells,4.8,6.7,82.5,84,2,19.2
E05007124,Priory Heath,6,7.7,78.2,80.9,3,32.1
E05007125,Rushmere,4.2,7.1,80.2,83.4,3,16.7
E05007126,St John's,3.4,6.1,79.7,83.2,2,14.7
E05007127,St Margaret's,4.7,6.7,80.1,83.9,2,14.6
E05007128,Sprites,5.2,5.9,79.7,83.4,4,29.6
E05007129,Stoke Park,7.8,7.5,79.2,84.9,3,33
E05007130,Westgate,9.3,8.1,77.5,82,3,33.6
E05007131,Whitehouse,6.3,10.9,78,83.4,3,26.7
E05007132,Whitton,6,8.3,80.9,84.1,3,32.6
E05007273,Auriol,1.7,5.4,84.7,86.8,2,4.1
E05007274,College,1.5,6.7,80.9,85.4,1,4.9
E05007275,Court,4.1,5.7,79.5,81.4,3,20.5
E05007276,Cuddington,2.2,5.8,84.4,88.6,2,5.4
E05007277,Ewell,3.1,5.2,80,82.4,1,7.8
E05007278,Ewell Court,2.2,7,82.1,86.5,2,7.1
E05007279,Nonsuch,1.4,4.4,84.9,87.2,2,3.7
E05007280,Ruxley,4.4,7.9,81,86.1,3,15.1
E05007281,Stamford,2.2,6.2,82.7,87.9,3,9.2
E05007282,Stoneleigh,2,6.7,86.3,87.1,2,3.1
E05007283,Town,3.6,7.4,79,85.3,2,12.2
E05007284,West Ewell,2.7,7.3,82.8,86.3,1,7.3
E05007285,Woodcote,1.7,7.1,83.3,88.4,2,6.9
E05007286,Ash South and Tongham,2.8,4.7,80.5,86.2,4,11
E05007287,Ash Vale,2.8,8,84.3,87.4,2,10
E05007288,Ash Wharf,3,9.6,79.8,83,2,15.9
E05007289,Burpham,1.8,8.5,82,88.8,2,3.8
E05007290,Christchurch,1.6,6.1,85.7,87.1,2,4
E05007291,Clandon and Horsley,1.4,5,83.9,87.3,1,5.6
E05007292,Effingham,1.6,7.2,83.5,89.7,2,4.8
E05007293,Friary and St Nicolas,2.9,5.1,80.8,86.6,2,10.5
E05007294,Holy Trinity,2.6,5,86.4,88.1,2,8.2
E05007295,Lovelace,2.4,9.7,85.3,87.1,2,18
E05007296,Merrow,2,5.2,85.2,88.5,2,5.5
E05007297,Normandy,3.3,N/A - not available,82.9,85.7,2,12.4
E05007298,Onslow,0.6,4.4,83,88,1,4.5
E05007299,Pilgrims,2.3,N/A - not available,80,82.5,2,12.1
E05007300,Pirbright,1.4,7.4,85,92.5,2,7.9
E05007301,Send,2,8.8,84.7,88.5,1,6.1
E05007302,Shalford,2.4,4.8,80.4,83.2,1,8.1
E05007303,Stoke,4.7,8,80.1,82.8,3,22.6
E05007304,Stoughton,2.1,5.3,79.4,82.2,3,6.2
E05007305,Tillingbourne,2,3.9,83.3,86.2,4,8.8
E05007306,Westborough,3,8.5,79.3,84.1,2,16.5
E05007307,Worplesdon,2.6,4.3,80.6,84.5,2,10.3
E05007308,Ashtead Common,2,3.5,83.1,89.3,4,6.2
E05007309,Ashtead Park,1.8,6.5,83.7,87.6,1,4.7
E05007310,Ashtead Village,1.6,5,82.4,85.1,1,4.2
E05007311,Beare Green,3.5,7.8,N/A - not available,N/A - not available,2,15
E05007312,Bookham North,2.2,5.3,83.5,86.6,1,8.1
E05007313,Bookham South,2,2.4,82.8,88.4,1,7.8
E05007314,Box Hill and Headley,3.1,N/A - not available,N/A - not available,N/A - not available,2,17.6
E05007315,"Brockham, Betchworth and Buckland",2,7.1,81.7,84.7,2,7.9
E05007316,"Capel, Leigh and Newdigate",2.5,8.2,80.9,89.1,3,10.6
E05007317,Charlwood,2.4,10.2,82.6,85.7,2,19.2
E05007318,Dorking North,2.2,4.7,80.8,86.5,2,7.2
E05007319,Dorking South,2.8,6.8,79.6,83.8,2,7.2
E05007320,Fetcham East,1.5,9.5,82.7,89.6,1,5.3
E05007321,Fetcham West,1.3,4.5,86,87.9,1,3
E05007322,Holmwoods,3.9,6.7,83.4,85.6,2,16.3
E05007323,Leatherhead North,4.4,7.4,79.7,83.9,1,14.6
E05007324,Leatherhead South,2.6,6.1,81.6,86.8,1,8.2
E05007325,Leith Hill,1.5,12,N/A - not available,N/A - not available,1,19.3
E05007326,"Mickleham, Westhumble and Pixham",2.7,6.2,N/A - not available,N/A - not available,2,10.4
E05007327,Okewood,3.6,11.4,N/A - not available,N/A - not available,1,18.4
E05007328,Westcott,3.6,N/A - not available,80.3,84.7,1,7.4
E05007362,Ashford Common,3.6,6.9,81.8,85.5,1,12.4
E05007363,Ashford East,3.5,6.1,82.5,86,1,12.2
E05007364,Ashford North and Stanwell South,4.9,7.6,80.2,81.2,1,20.7
E05007365,Ashford Town,4.7,10,81.5,86.1,1,9.4
E05007366,Halliford and Sunbury West,4,5.8,80.4,83.1,1,13.8
E05007367,Laleham and Shepperton Green,3.6,6,80.2,82.5,2,15.1
E05007368,Riverside and Laleham,2.7,11,82.1,86.2,2,8.2
E05007369,Shepperton Town,2.6,5.7,82.3,86.5,1,8.9
E05007370,Staines,4.4,7.7,80.8,86.3,2,15
E05007371,Staines South,4.2,5.5,80.8,82.4,2,17.1
E05007372,Stanwell North,6.2,9.9,77.9,81.2,1,26.2
E05007373,Sunbury Common,5.2,8.8,77.8,82.5,1,22.9
E05007374,Sunbury East,2.9,5.6,82.2,88.4,1,7.4
E05007391,Chaldon,1.4,5.3,N/A - not available,N/A - not available,1,6
E05007392,Dormansland and Felcourt,1.5,N/A - not available,81.4,83.6,1,8.4
E05007393,Felbridge,2.7,4.5,85.5,N/A - not available,1,8.9
E05007394,Godstone,4.1,8.6,78.7,82.6,1,17.9
E05007395,Harestone,2.5,5.1,82.7,84.4,1,6.8
E05007396,Limpsfield,1.7,N/A - not available,84.7,88.3,2,7.4
E05007397,Lingfield and Crowhurst,3.3,5.3,81.8,85.5,1,14.9
E05007398,Oxted North and Tandridge,1.8,4.2,81.2,85.4,2,7.7
E05007399,Oxted South,3.1,6.8,79.3,85.5,1,13.5
E05007400,Portley,2.9,10,77.6,81.9,2,9.4
E05007401,Queens Park,3.2,8,77.8,84.8,5,11.3
E05007402,Tatsfield and Titsey,3.3,4.3,N/A - not available,N/A - not available,5,11.8
E05007403,Valley,3.8,6.4,79.4,88.7,5,13
E05007404,Warlingham East and Chelsham and Farleigh,3,10.3,80.1,84.1,5,12.4
E05007405,Warlingham West,2.1,2.8,88,86.1,5,5.9
E05007406,Westway,3.3,8.9,81.6,83.4,5,13.6
E05007407,Whyteleafe,4.5,7.5,85.6,84.7,5,9.2
E05007408,Woldingham,0.9,4,N/A - not available,93.5,5,8.1
E05007409,Bletchingley and Nutfield,3.2,6.8,82,87.3,5,18.5
E05007410,"Burstow, Horne and Outwood",4.1,6.3,79.2,85.7,5,17.7
E05007411,"Alfold, Cranleigh Rural and Ellens Green",3.1,N/A - not available,N/A - not available,84.3,5,19
E05007412,Blackheath and Wonersh,1.3,N/A - not available,N/A - not available,N/A - not available,5,3.6
E05007413,"Bramley, Busbridge and Hascombe",1.6,4.9,79.7,82.7,5,8.4
E05007414,Chiddingfold and Dunsfold,2,4.4,85.2,86.5,5,7.9
E05007415,Cranleigh East,2.3,5.5,83.6,87.7,5,6.6
E05007416,Cranleigh West,2.1,4.3,85,87.1,5,5.5
E05007417,Elstead and Thursley,2.2,6.3,86.6,86.2,5,7.9
E05007418,Ewhurst,2.1,N/A - not available,84.3,86.8,5,7.8
E05007419,Farnham Bourne,1.1,N/A - not available,87.3,88.2,5,2.2
E05007420,Farnham Castle,3,8.7,81.4,87.8,5,8.5
E05007421,Farnham Firgrove,2.3,5.4,83.3,85.9,5,6.1
E05007422,Farnham Hale and Heath End,2.6,9.2,82.5,90.2,5,5.6
E05007423,Farnham Moor Park,2.7,3.5,81.1,82.8,5,9
E05007424,Farnham Shortheath and Boundstone,2.5,4.3,86.4,87.5,5,6.7
E05007425,Farnham Upper Hale,3.4,5.9,82.2,87.4,3,13.2
E05007426,Farnham Weybourne and Badshot Lea,2.9,5.7,82.9,87.4,3,5.8
E05007427,Farnham Wrecclesham and Rowledge,2.5,6.1,81.2,85.8,3,6.2
E05007428,"Frensham, Dockenfield and Tilford",1.5,4.2,79.1,83.5,5,7.3
E05007429,Godalming Binscombe,3.6,8.3,78.9,86,5,14.8
E05007430,Godalming Central and Ockford,2.8,5.2,79.7,81.7,4,14.7
E05007431,Godalming Charterhouse,2.1,5.5,84.1,86,3,5
E05007432,Godalming Farncombe and Catteshall,3.2,5,78.9,82.9,3,6.8
E05007433,Godalming Holloway,1.1,6.7,85.2,92.1,3,3.5
E05007434,Haslemere Critchmere and Shottermill,2.2,5.6,78.2,82.4,4,8.6
E05007435,Haslemere East and Grayswood,2.3,4.5,85.6,88.3,3,5
E05007436,Hindhead,1.7,4.4,79.1,82.6,3,5.2
E05007437,Milford,2.4,5,81.1,90.4,3,7.8
E05007438,Shamley Green and Cranleigh North,1.8,8.5,N/A - not available,N/A - not available,3,5.9
E05007439,Witley and Hambledon,1.5,5,79.5,84,3,7.9
E05007457,Arley and Whitacre,5.5,5.8,79.5,82.1,4,24.6
E05007458,Atherstone Central,4.6,10.1,75.6,82.6,4,27.4
E05007459,Atherstone North,3.4,5.5,76.2,80.5,4,19.4
E05007460,Atherstone South and Mancetter,4.9,4.9,79.6,83.4,4,27.3
E05007461,Baddesley and Grendon,2.5,4.3,79.6,82.6,4,18
E05007462,Coleshill North,3.3,5.7,80.4,86.5,3,10.4
E05007463,Coleshill South,4.4,3.8,78.3,81.3,null - undefined,16.6
E05007464,Curdworth,3,6,81.7,84,4,12.3
E05007465,Dordon,3.3,8.2,75.8,81.4,4,21.9
E05007466,Fillongley,3.1,5.1,78.1,83.3,3,23
E05007467,Hartshill,3.9,5.9,74.5,79.6,null - undefined,19.9
E05007468,Hurley and Wood End,3.1,8.1,80.5,82.6,4,18.2
E05007469,Kingsbury,3.4,4.6,80.6,83.6,3,11
E05007470,Newton Regis and Warton,3,3.4,78.5,80,4,11.9
E05007471,Polesworth East,2.9,6.2,80,86,3,15
E05007472,Polesworth West,2.1,7.1,80.8,87.2,4,8.8
E05007473,Water Orton,3.3,4.3,80.3,83,4,11.7
E05007474,Abbey,8.3,10.1,75.8,81.2,5,36
E05007475,Arbury,4.3,7.9,77.7,83.6,5,17.2
E05007476,Attleborough,5,7.1,76.2,81.7,5,22.7
E05007477,Bar Pool,6.1,8.4,77.7,82.9,4,31.7
E05007478,Bede,6.8,9.5,74.7,81.5,4,32.3
E05007479,Bulkington,3,6,81,86,4,13.8
E05007480,Camp Hill,7.5,8.4,75.2,81.5,4,41.5
E05007481,Exhall,5.4,8.7,75.1,79.6,3,22.6
E05007482,Galley Common,3.9,6.7,76.6,82.9,4,15.9
E05007483,Heath,4.9,7.7,76.5,81.5,4,21.1
E05007484,Kingswood,6,7.8,75.9,82.7,4,32.6
E05007485,Poplar,4.9,10.1,78.6,80.3,3,24.1
E05007486,St Nicolas,3,7.5,80.6,84.3,4,9.6
E05007487,Slough,4.3,5.3,78.9,83.6,5,20.3
E05007488,Weddington,2.6,8.5,81.2,82.8,5,9.4
E05007489,Wem Brook,7.1,9.8,75.2,79.5,5,35.6
E05007490,Whitestone,1.5,6.2,84,85.8,5,5.3
E05007562,Buckingham,2.2,2.8,84.6,88.3,4,5.6
E05007563,Churchill,4.7,6,78.7,80.8,3,22.1
E05007564,Cokeham,4.1,10.1,80.9,86,4,18.1
E05007565,Eastbrook,5.2,6.5,82.5,82,4,25.3
E05007566,Hillside,4.1,5.5,80.1,84.3,4,18
E05007567,Manor,2.6,4.9,84.3,86.7,4,13.2
E05007568,Marine,3.3,3.9,85.2,88.4,2,8.7
E05007569,Mash Barn,5.7,6.7,81.2,81.9,1,25.7
E05007570,Peverel,4.3,4.4,78.9,83.1,2,20.7
E05007571,St Mary's,5.5,8,79.2,81.3,2,20.4
E05007572,St Nicolas,3.1,6.5,83.7,85.3,1,7.6
E05007573,Southlands,5.1,7.2,80.5,84.5,1,27.1
E05007574,Southwick Green,4.2,5.4,81.2,84.1,2,14.5
E05007575,Widewater,5,8.4,80.5,84.5,2,17.5
E05007668,Ardingly and Balcombe,2.6,5.5,81.1,84.1,1,11.1
E05007669,Ashurst Wood,3.1,4,82.2,85.5,1,4.7
E05007670,Bolney,2.1,7.3,81.4,84.2,1,12.5
E05007671,Burgess Hill Dunstall,2,5.9,82.6,84.9,1,6.5
E05007672,Burgess Hill Franklands,1.8,4.7,82.6,85.1,1,4.8
E05007673,Burgess Hill Leylands,3.1,7.9,79.6,85.5,1,11.8
E05007674,Burgess Hill Meeds,2.8,5.5,80.3,85.5,1,10.5
E05007675,Burgess Hill St Andrews,2.4,4.6,82.1,85.6,1,9.2
E05007676,Burgess Hill Victoria,2.2,7.2,80.2,85.5,3,10.1
E05007677,Copthorne and Worth,2.3,5.4,82.6,83.7,1,5
E05007678,Crawley Down and Turners Hill,2.1,6.7,84.7,85.2,2,5.7
E05007679,Cuckfield,2,6.1,80,82.8,1,8.7
E05007680,East Grinstead Ashplats,3.1,6.2,83.6,89.9,3,10.3
E05007681,East Grinstead Baldwins,2.8,8.8,79.4,83.8,2,7.5
E05007682,East Grinstead Herontye,2,6.8,79.3,85,1,3.8
E05007683,East Grinstead Imberhorne,1.8,5.1,82.3,88.3,3,3
E05007684,East Grinstead Town,4.6,6.9,80.8,85.7,2,9.9
E05007685,Hassocks,2,3.2,83.1,86.6,2,5.8
E05007686,Haywards Heath Ashenground,2.4,7,81.8,85.9,1,8.4
E05007687,Haywards Heath Bentswood,2.6,5.5,81.1,87.7,1,13
E05007688,Haywards Heath Franklands,2.1,7.5,85.8,88.6,3,6.3
E05007689,Haywards Heath Heath,2.3,6.5,79.6,82.8,2,4.6
E05007690,Haywards Heath Lucastes,1.5,5.6,80.1,82.3,1,5.2
E05007691,High Weald,2.4,1.7,81.4,83.9,2,10
E05007692,Hurstpierpoint and Downs,2.3,4.6,83.3,86.7,1,11.2
E05007693,Lindfield,1.9,4.3,82,86.6,1,2.9
E05007694,Broadwater,3.7,7.1,78.7,84.7,2,15.2
E05007695,Castle,5.2,8.9,79.9,83,1,20.8
E05007696,Central,6.7,5.8,77.9,81.9,2,28.7
E05007697,Durrington,4.3,6.1,80.1,83.8,1,18.1
E05007698,Gaisford,4.1,8.5,79.5,87,2,14.9
E05007699,Goring,2.9,5.8,80.4,83.9,2,9.2
E05007700,Heene,6.3,8.4,75.5,78.9,1,24.6
E05007701,Marine,3.2,9.8,79.7,84.9,1,9.7
E05007702,Northbrook,4.9,9.1,80.4,82,2,24.3
E05007703,Offington,2.1,6.6,84.4,87.7,2,5.6
E05007704,Salvington,3.8,9.3,80.9,83.4,2,15
E05007705,Selden,5.4,8.4,76.5,81.2,1,20.2
E05007706,Tarring,4.1,6.4,80.2,82.7,1,14.4
E05007846,Alfrick and Leigh,2.6,10.6,80.7,81.8,3,15.6
E05007847,Baldwin,3.2,N/A - not available,80.8,80.3,1,18.3
E05007848,Broadheath,2.4,14.5,82.4,84.2,1,9.4
E05007849,Chase,3.9,7.3,80.6,82.3,1,14.8
E05007850,Dyson Perrins,3.5,5.9,80.5,83.8,2,12.6
E05007851,Hallow,2.7,N/A - not available,N/A - not available,N/A - not available,1,10.4
E05007852,Kempsey,2.7,5.9,80,81.7,2,11.3
E05007853,Lindridge,3,6.7,81.4,88.8,1,18.9
E05007854,Link,4.2,7.3,80.2,85.4,2,17
E05007855,Longdon,2,7.8,81.6,82.9,1,20
E05007856,Martley,2.1,11.1,N/A - not available,84.9,1,14.5
E05007857,Morton,2.9,6.7,78.5,83,1,16.2
E05007858,Pickersleigh,7.2,7.1,78.6,81.9,1,34.9
E05007859,Powick,2.7,5.1,85.2,85.4,2,13.3
E05007860,Priory,3.7,5.8,83.3,84.6,3,10.5
E05007861,Ripple,3.1,12.7,N/A - not available,N/A - not available,3,15.9
E05007862,Teme Valley,1.9,5.6,N/A - not available,N/A - not available,4,18.2
E05007863,Tenbury,3.4,5.3,78.7,82.1,3,17.9
E05007864,Upton and Hanley,4.3,7.8,81,84.2,2,21.3
E05007865,Wells,2.4,5.7,81.2,86.5,3,6.3
E05007866,West,3.5,5.8,82.5,85.4,3,11.6
E05007867,Woodbury,1.7,7.8,86.9,89,3,9.1
E05007868,Abbey,5.3,9.9,86,84.4,3,22.2
E05007869,Astwood Bank and Feckenham,2.9,5.4,83.1,88.6,3,10.4
E05007870,Batchley & Brockhill,5.7,10.1,76,79.5,3,27.3
E05007871,Central,5.9,7.9,77.6,81.3,3,26.7
E05007872,Church Hill,6.2,7.5,80.4,83.8,3,30.4
E05007873,Crabbs Cross,2.5,3.9,81.6,83.3,3,11.9
E05007874,Greenlands,6,8.7,76.9,82.2,3,31.7
E05007875,Headless Cross and Oakenshaw,3.6,9,76.8,82.8,3,18.5
E05007876,Lodge Park,5.7,8.6,76.5,82.6,3,25.6
E05007877,Matchborough,4.1,8,78,86.7,3,25
E05007878,West,2.5,3.9,84.4,88.7,2,8.2
E05007879,Winyates,4.8,10.5,78.3,81.6,3,22.7
E05007880,Arboretum,5.1,10.5,78.7,82.3,3,20.4
E05007881,Battenhall,3.5,6.8,82.9,88.7,3,10.3
E05007882,Bedwardine,3.1,8,81.5,83.6,4,11.5
E05007883,Cathedral,6.1,10.3,77.8,83.6,4,26.7
E05007884,Claines,2.6,5.8,81.1,82.9,3,8.2
E05007885,Gorse Hill,8.7,9.2,76.9,80.6,2,41.3
E05007886,Nunnery,5.2,10.9,78.3,82.1,3,23.4
E05007887,Rainbow Hill,6.6,7.2,77.1,82.2,1,41.3
E05007888,St Clement,2.1,4.6,79.8,81.7,1,10.7
E05007889,St John,5.1,8.6,78.3,84.6,1,24.5
E05007890,St Peter's Parish,1.7,4.9,82,86.3,1,5.3
E05007891,St Stephen,3,6.8,79.8,82.8,1,14.3
E05007892,Warndon,8.4,9.7,73.9,81,1,49.8
E05007893,Warndon Parish North,2.1,3.5,79.5,88.4,1,8.9
E05007894,Warndon Parish South,2.2,7,76.9,80.5,1,8.4
E05007895,Badsey,2.9,9.4,83.3,N/A - not available,1,14.1
E05007896,Bengeworth,4.3,6.8,81.2,81.5,1,19.8
E05007897,Bowbrook,3.3,4.7,84.7,88.5,4,10.3
E05007898,Bredon,1.7,N/A - not available,82.3,86.3,1,5.2
E05007899,Bretforton and Offenham,2.6,9.6,81,85.2,3,10.7
E05007900,Broadway and Wickhamford,2.9,6.8,83,86.5,2,12.9
E05007901,Dodderhill,2.8,6.5,78.4,80,3,18.7
E05007902,Drakes Broughton,3,4.4,82.7,82.7,3,15.5
E05007903,Droitwich Central,5.2,5.1,80.4,79.7,3,22.8
E05007904,Droitwich East,4,9,75.8,82.7,3,16.1
E05007905,Droitwich South East,1.5,6.7,83.7,88.2,2,4.5
E05007906,Droitwich South West,3.8,6.7,78.6,84.7,3,14.2
E05007907,Droitwich West,6.3,7.4,82,81.2,2,31.5
E05007908,Eckington,2.4,5.5,83.1,89.1,2,13.5
E05007909,Elmley Castle and Somerville,2.8,N/A - not available,79.9,84.5,2,15.8
E05007910,Evesham North,5.7,8,77,82,4,23.1
E05007911,Evesham South,3.3,9,79.8,85.1,3,15.5
E05007912,Fladbury,3.2,8.1,80.3,83.5,2,14.1
E05007913,Great Hampton,3.8,8.7,82.2,87,4,18.9
E05007914,Hartlebury,3.5,8.7,87,87.9,5,20.6
E05007915,Harvington and Norton,3.8,7.9,80.7,83.3,5,22.5
E05007916,Honeybourne and Pebworth,3.2,6.2,81.6,84.6,5,16.4
E05007917,Inkberrow,2,4.7,83.1,87.5,5,11.2
E05007918,Little Hampton,3.1,6.1,80.2,84.4,4,14.3
E05007919,Lovett and North Claines,2.9,5.5,82,87.2,4,11
E05007920,Norton and Whittington,2.1,8.3,81.3,85.2,5,10.2
E05007921,Ombersley,2.8,8.2,83,81.8,5,17.2
E05007922,Pershore,4.5,8.1,79.4,84.4,5,17.1
E05007923,Pinvin,3.2,5.5,79.4,85.2,5,15.8
E05007924,South Bredon Hill,1.9,10,85.4,90.5,5,10.4
E05007925,The Littletons,2.6,4.5,80.6,87.5,5,21.5
E05007926,Upton Snodsbury,1.9,3.9,81.8,84.9,5,15.6
E05008136,Abbey,3,4.5,83,82.7,5,11.2
E05008137,Albrighton,3.7,5,80.8,83.7,5,11
E05008138,Alveley and Claverley,3,5.8,81.6,85.5,5,15.7
E05008139,Bagley,2.4,2.3,82.7,84.3,5,10.2
E05008140,Battlefield,3.1,5.6,78.7,84.8,5,13.6
E05008141,"Bayston Hill, Column and Sutton",2.8,5.1,82,84.1,5,11
E05008142,Belle Vue,2.6,6.4,78.8,85.7,5,12.9
E05008143,Bishop's Castle,3.4,4.3,79.7,88.7,5,22.2
E05008144,Bowbrook,2.8,6.4,77,84.6,5,17.6
E05008145,Bridgnorth East and Astley Abbotts,4.4,4.7,80.3,82.6,5,16.4
E05008146,Bridgnorth West and Tasley,3.3,4.8,81.3,85.9,4,12.8
E05008147,Broseley,4.4,5.9,80.5,82.7,5,16.9
E05008148,Brown Clee,3.1,5,81.2,81.9,5,19.8
E05008149,Burnell,1.5,4.8,84.3,86.9,5,15.7
E05008150,Castlefields and Ditherington,6.6,6.8,77.1,81.8,5,25
E05008151,Cheswardine,2,7.9,78.2,83,5,18.9
E05008152,Chirbury and Worthen,3.1,10.1,80.6,85.1,5,21.6
E05008153,Church Stretton and Craven Arms,3.4,6,81.4,85.3,5,16.1
E05008154,Clee,2.5,4.3,83,86.2,5,17.7
E05008155,Cleobury Mortimer,2.8,4.3,78.5,83.7,5,16.6
E05008156,Clun,2.2,N/A - not available,84.6,89.2,5,20.4
E05008157,Copthorne,1.1,3.7,85.4,88.4,5,3.7
E05008158,Corvedale,1.5,4.8,82.6,86.9,5,22.9
E05008159,Ellesmere Urban,3.3,7.8,79.1,84.8,5,16.6
E05008160,Harlescott,5.7,8.6,78.2,82.2,4,37.6
E05008161,Highley,5.7,6.1,80.7,83.8,5,17.9
E05008162,Hodnet,2.1,6.2,80.4,83.6,5,18.7
E05008163,Llanymynech,1.8,4.8,82.3,87.7,3,18
E05008164,Longden,3.4,4.8,81.6,86,5,15
E05008165,Loton,2.6,5.6,83.7,86,5,20.5
E05008166,Ludlow East,3.8,8.5,78.5,81.8,5,25.1
E05008167,Ludlow North,4.2,N/A - not available,77.8,82.2,5,16.3
E05008168,Ludlow South,3,4.7,80,85,5,15.6
E05008169,Market Drayton East,3.9,5.2,80.6,82.4,5,23
E05008170,Market Drayton West,3.4,6,78.9,82,5,17.2
E05008171,Meole,4.1,8,78.9,82.2,5,15.2
E05008172,Rea Valley,2.6,4.1,78.9,83.2,5,13.3
