code,label1,label2,county,pop,mort_ratio,unemploy,poverty,male_exp,fem_exp
E02005669,Northampton 020,Northampton ,Northamptonshire,5697,85.2,2.3,10.7,81.3,83.7
E02005670,Northampton 021,Northampton ,Northamptonshire,9900,141.4,10.1,48.4,74,80.3
E02005671,Northampton 022,Northampton ,Northamptonshire,7557,83.5,5.8,20.6,77.8,87.7
E02005672,Northampton 023,Northampton ,Northamptonshire,8592,142.2,7.9,37.8,74.5,80.7
E02005673,Northampton 024,Northampton ,Northamptonshire,7234,103.2,6.6,25.4,78,81.6
E02005674,Northampton 025,Northampton ,Northamptonshire,9185,182.7,5.7,27.5,73.1,75.4
E02005675,Northampton 026,Northampton ,Northamptonshire,5914,99.4,6.9,22.9,80.6,82.3
E02005676,Northampton 027,Northampton ,Northamptonshire,5933,95.8,4.4,20.7,79.7,82.4
E02005677,Northampton 028,Northampton ,Northamptonshire,9062,92.9,4.6,19.2,79.1,84.3
E02005678,Northampton 029,Northampton ,Northamptonshire,13695,88.1,2.9,11.3,80.4,84.7
E02005679,Northampton 030,Northampton ,Northamptonshire,8465,70,2.2,12.8,83.5,86.5
E02005680,Northampton 031,Northampton ,Northamptonshire,8210,111.9,2,10.5,82.5,83.1
E02005681,South Northamptonshire 001,South Northamptonshire ,Northamptonshire,8481,97.3,2.5,9.8,81.2,82.5
E02005682,South Northamptonshire 002,South Northamptonshire ,Northamptonshire,6974,77,2.8,13,81.6,86.5
E02005683,South Northamptonshire 003,South Northamptonshire ,Northamptonshire,15064,94.9,2.5,11.4,81.3,83.3
E02005684,South Northamptonshire 004,South Northamptonshire ,Northamptonshire,8834,75.5,1.8,10.8,84.7,84.5
E02005685,South Northamptonshire 005,South Northamptonshire ,Northamptonshire,9368,93,2.4,14.3,79.6,83.5
E02005686,South Northamptonshire 006,South Northamptonshire ,Northamptonshire,7921,96.9,2.1,12.6,81.9,82.7
E02005687,South Northamptonshire 007,South Northamptonshire ,Northamptonshire,6692,63.7,1.6,12,83.5,87.6
E02005688,South Northamptonshire 008,South Northamptonshire ,Northamptonshire,9647,79.8,2.6,11,82.2,85.3
E02005689,South Northamptonshire 009,South Northamptonshire ,Northamptonshire,10131,86.7,1.5,9.6,81.5,85
E02005690,South Northamptonshire 010,South Northamptonshire ,Northamptonshire,5644,92.9,2.4,18.8,80.4,83.9
E02005691,South Northamptonshire 011,South Northamptonshire ,Northamptonshire,6736,73.6,1.8,11.5,82.7,87.7
E02005692,Wellingborough 001,Wellingborough ,Northamptonshire,6604,86.9,3.8,19.2,80.9,84.1
E02005693,Wellingborough 002,Wellingborough ,Northamptonshire,8774,90.5,5.8,23.4,79.9,84
E02005694,Wellingborough 003,Wellingborough ,Northamptonshire,7342,81,2.3,13.8,81.3,84.7
E02005695,Wellingborough 004,Wellingborough ,Northamptonshire,9310,113.4,5.9,29.2,77.8,82.2
E02005696,Wellingborough 005,Wellingborough ,Northamptonshire,6252,129.3,7.3,27.7,76.6,80.1
E02005697,Wellingborough 006,Wellingborough ,Northamptonshire,7171,160.7,7.6,29.7,75.2,78.4
E02005698,Wellingborough 007,Wellingborough ,Northamptonshire,6007,120.4,5.3,21.9,79,81
E02005699,Wellingborough 008,Wellingborough ,Northamptonshire,8307,109.6,5.6,26,77.8,83
E02005700,Wellingborough 009,Wellingborough ,Northamptonshire,9355,93,2.7,14,80.7,83.2
E02005701,Wellingborough 010,Wellingborough ,Northamptonshire,10959,99.3,2.6,14.9,80,83.5
E02005819,Ashfield 001,Ashfield ,Nottinghamshire,6509,110.9,5.4,22.5,78,81.7
E02005820,Ashfield 002,Ashfield ,Nottinghamshire,5567,92.1,3.3,15.5,82.4,81
E02005821,Ashfield 003,Ashfield ,Nottinghamshire,6974,129.3,5.6,25.7,74,82.2
E02005822,Ashfield 004,Ashfield ,Nottinghamshire,10798,167.8,5.7,23.3,75.4,77.9
E02005823,Ashfield 005,Ashfield ,Nottinghamshire,7950,168.2,7.7,33.6,71.6,77.2
E02005824,Ashfield 006,Ashfield ,Nottinghamshire,10047,88.1,3.5,16.9,82,83.8
E02005825,Ashfield 007,Ashfield ,Nottinghamshire,8119,95.6,4.7,21.2,80.3,83.1
E02005826,Ashfield 008,Ashfield ,Nottinghamshire,6428,142,6.8,28.3,74.7,80.5
E02005827,Ashfield 009,Ashfield ,Nottinghamshire,9489,100.6,2.9,17.1,79.9,82.5
E02005828,Ashfield 010,Ashfield ,Nottinghamshire,7998,92.7,3.5,17.2,80.3,83.3
E02005829,Ashfield 011,Ashfield ,Nottinghamshire,6668,116,3.8,16.8,77.7,82.3
E02005830,Ashfield 012,Ashfield ,Nottinghamshire,5953,97.7,3.6,18.4,80.4,83.8
E02005831,Ashfield 013,Ashfield ,Nottinghamshire,10482,94,4,16.4,79.8,83.5
E02005832,Ashfield 014,Ashfield ,Nottinghamshire,9379,119.6,5.8,21,77.8,82.1
E02005833,Ashfield 015,Ashfield ,Nottinghamshire,7702,88.4,3.1,13.6,81.7,84.4
E02005834,Ashfield 016,Ashfield ,Nottinghamshire,8274,140.8,6.9,22.6,75.9,79.5
E02005835,Bassetlaw 001,Bassetlaw ,Nottinghamshire,10937,117.8,4.6,22.6,78.7,81
E02005836,Bassetlaw 002,Bassetlaw ,Nottinghamshire,9216,89,3,14.3,81.4,83.9
E02005837,Bassetlaw 003,Bassetlaw ,Nottinghamshire,7961,93.9,2.7,17.6,80.5,82.7
E02005838,Bassetlaw 004,Bassetlaw ,Nottinghamshire,8228,96,3.9,20.9,80.2,82.4
E02005839,Bassetlaw 005,Bassetlaw ,Nottinghamshire,6391,102.7,3.3,19.9,78.2,82.3
E02005840,Bassetlaw 006,Bassetlaw ,Nottinghamshire,9476,106.8,2.3,15.3,79.1,81.8
E02005842,Bassetlaw 008,Bassetlaw ,Nottinghamshire,8814,113.5,4.9,17.8,77.2,81.7
E02005843,Bassetlaw 009,Bassetlaw ,Nottinghamshire,6964,120.2,3.6,21.8,77.2,80.8
E02005844,Bassetlaw 010,Bassetlaw ,Nottinghamshire,8644,119.7,4.8,20.2,77,82.7
E02005846,Bassetlaw 012,Bassetlaw ,Nottinghamshire,7311,184.5,7.6,37.8,72.5,76.1
E02005847,Bassetlaw 013,Bassetlaw ,Nottinghamshire,7231,86.9,4.8,21.8,80.6,83.9
E02005848,Bassetlaw 014,Bassetlaw ,Nottinghamshire,6445,103.8,2.8,20.6,81.2,81.3
E02005849,Bassetlaw 015,Bassetlaw ,Nottinghamshire,9434,94.7,2.5,17.5,80,83.7
E02005850,Broxtowe 001,Broxtowe ,Nottinghamshire,6952,136.6,3,16.2,78.8,81.9
E02005851,Broxtowe 002,Broxtowe ,Nottinghamshire,6310,111,6,27,76.6,82
E02005852,Broxtowe 003,Broxtowe ,Nottinghamshire,8443,83.3,2.6,13.6,82,84.4
E02005853,Broxtowe 004,Broxtowe ,Nottinghamshire,9266,92.8,3.5,16.5,82,83.2
E02005856,Broxtowe 007,Broxtowe ,Nottinghamshire,7278,83.6,1.8,13.9,82.5,85.2
E02005857,Broxtowe 008,Broxtowe ,Nottinghamshire,6503,86.6,5.6,18.1,80.2,85.2
E02005858,Broxtowe 009,Broxtowe ,Nottinghamshire,8418,83.3,3.3,22.5,81.8,84.7
E02005859,Broxtowe 010,Broxtowe ,Nottinghamshire,9370,89.6,4.7,17.8,80,84.3
E02005860,Broxtowe 011,Broxtowe ,Nottinghamshire,9664,141.6,2.7,27.9,76.2,80.1
E02005861,Broxtowe 012,Broxtowe ,Nottinghamshire,5718,128.8,3.5,17.3,78.5,80.8
E02005862,Broxtowe 013,Broxtowe ,Nottinghamshire,8241,102,4,16.7,80.6,81.7
E02005863,Broxtowe 014,Broxtowe ,Nottinghamshire,7601,120.3,2.2,14.3,80.1,82.4
E02005864,Broxtowe 015,Broxtowe ,Nottinghamshire,8254,78.5,1.5,12.4,82.2,86.4
E02005865,Gedling 001,Gedling ,Nottinghamshire,8374,69.7,2.5,14.1,84.1,85
E02005866,Gedling 002,Gedling ,Nottinghamshire,9376,103,3,15.2,79.8,83.2
E02005868,Gedling 004,Gedling ,Nottinghamshire,7161,93.4,3.5,15.4,82.4,82.9
E02005869,Gedling 005,Gedling ,Nottinghamshire,6046,127.9,5.2,22.1,77,81.5
E02005870,Gedling 006,Gedling ,Nottinghamshire,6913,123,5.2,19,77.7,81.2
E02005871,Gedling 007,Gedling ,Nottinghamshire,7130,81.7,3.4,11.8,81.1,86.2
E02005872,Gedling 008,Gedling ,Nottinghamshire,6374,87.8,2.1,14.1,81,85.3
E02005873,Gedling 009,Gedling ,Nottinghamshire,10120,116.1,2.3,11.2,81.7,83
E02005874,Gedling 010,Gedling ,Nottinghamshire,8650,92.2,2.8,13.7,81.1,83.9
E02005875,Gedling 011,Gedling ,Nottinghamshire,8181,105.7,3.4,15.2,80.2,83.1
E02005876,Gedling 012,Gedling ,Nottinghamshire,8958,117.4,3.6,15.9,79.4,81.9
E02005877,Gedling 013,Gedling ,Nottinghamshire,7083,111.1,4.5,16.7,78.7,81.5
E02005878,Gedling 014,Gedling ,Nottinghamshire,10249,117,4.9,20.7,78.9,82.7
E02005879,Gedling 015,Gedling ,Nottinghamshire,7616,115.8,5.4,19.6,79,80.6
E02005880,Mansfield 001,Mansfield ,Nottinghamshire,6280,103.5,5.4,22,78.5,82.8
E02005881,Mansfield 002,Mansfield ,Nottinghamshire,6208,140.5,5.5,23.4,75.9,79.4
E02005882,Mansfield 003,Mansfield ,Nottinghamshire,7620,99,2.5,14.1,79.2,83.1
E02005883,Mansfield 004,Mansfield ,Nottinghamshire,8501,119,5.4,26.9,76,81.3
E02005884,Mansfield 005,Mansfield ,Nottinghamshire,5962,102.8,3.7,17.1,80.2,82.4
E02005885,Mansfield 006,Mansfield ,Nottinghamshire,8482,117.6,5,23.3,77.8,79.9
E02005886,Mansfield 007,Mansfield ,Nottinghamshire,11224,115.1,3.4,16.6,78.9,82.5
E02005887,Mansfield 008,Mansfield ,Nottinghamshire,10605,158.4,8.9,31.1,75.3,79.6
E02005888,Mansfield 009,Mansfield ,Nottinghamshire,8350,185.7,8,35.8,71.8,76.9
E02005889,Mansfield 010,Mansfield ,Nottinghamshire,10532,120,4.3,20.7,79.3,80.9
E02005890,Mansfield 011,Mansfield ,Nottinghamshire,6607,102.5,2.1,12.7,79.8,84.1
E02005891,Mansfield 012,Mansfield ,Nottinghamshire,6463,128.9,7.8,32.5,75.7,79.8
E02005892,Mansfield 013,Mansfield ,Nottinghamshire,12517,85.3,1.9,10.2,81.6,84.7
E02005893,Newark and Sherwood 001,Newark and Sherwood ,Nottinghamshire,11244,126.4,4.9,23.3,75.8,80.3
E02005894,Newark and Sherwood 002,Newark and Sherwood ,Nottinghamshire,11127,122.7,3.1,17.3,78.1,81.9
E02005895,Newark and Sherwood 003,Newark and Sherwood ,Nottinghamshire,7875,81.2,2.4,16,82.8,84.9
E02005896,Newark and Sherwood 004,Newark and Sherwood ,Nottinghamshire,7650,79.7,2.5,14,80.8,83.4
E02005897,Newark and Sherwood 005,Newark and Sherwood ,Nottinghamshire,9410,92.3,2.5,15.8,81.7,83.8
E02005898,Newark and Sherwood 006,Newark and Sherwood ,Nottinghamshire,11354,115.7,3.6,17.6,78.7,81
E02005899,Newark and Sherwood 007,Newark and Sherwood ,Nottinghamshire,12448,127,6.3,25.1,75.5,80.9
E02005900,Newark and Sherwood 008,Newark and Sherwood ,Nottinghamshire,7458,86.5,2.2,15.6,82.8,85.2
E02005901,Newark and Sherwood 009,Newark and Sherwood ,Nottinghamshire,9875,108.9,4.5,17.3,79.3,81.6
E02005902,Newark and Sherwood 010,Newark and Sherwood ,Nottinghamshire,8367,97.3,5.5,24.5,79.5,82.1
E02005903,Newark and Sherwood 011,Newark and Sherwood ,Nottinghamshire,10163,96.5,3.9,15.3,81.7,82.6
E02005904,Newark and Sherwood 012,Newark and Sherwood ,Nottinghamshire,9391,98,2.3,11.5,80,84.1
E02005905,Newark and Sherwood 013,Newark and Sherwood ,Nottinghamshire,6765,83.8,1.5,13.7,83,86.5
E02005906,Rushcliffe 001,Rushcliffe ,Nottinghamshire,7406,78.2,1.8,13.4,82.8,85.6
E02005907,Rushcliffe 002,Rushcliffe ,Nottinghamshire,10349,85.6,2.8,12.2,79.8,85.1
E02005908,Rushcliffe 003,Rushcliffe ,Nottinghamshire,9440,88.7,2.2,12.1,81.4,84.3
E02005909,Rushcliffe 004,Rushcliffe ,Nottinghamshire,8731,70.9,1.8,14.6,83.9,87
E02005910,Rushcliffe 005,Rushcliffe ,Nottinghamshire,10040,85.5,2.3,21.8,79.6,84.8
E02005911,Rushcliffe 006,Rushcliffe ,Nottinghamshire,8773,108.1,2.2,12.5,80.4,82.1
E02005912,Rushcliffe 007,Rushcliffe ,Nottinghamshire,9711,83,2.5,14.5,81.9,85.2
E02005913,Rushcliffe 008,Rushcliffe ,Nottinghamshire,8412,80.7,2.5,15.7,82.9,84.6
E02005914,Rushcliffe 009,Rushcliffe ,Nottinghamshire,8299,123.6,3.1,16.1,79.1,79.9
E02005915,Rushcliffe 010,Rushcliffe ,Nottinghamshire,5803,66.5,2.1,13.5,84.1,87.1
E02005916,Rushcliffe 011,Rushcliffe ,Nottinghamshire,7913,114.8,2.3,14.2,81,83
E02005917,Rushcliffe 012,Rushcliffe ,Nottinghamshire,5788,73.8,1.2,12.8,82.8,86.6
E02005918,Rushcliffe 013,Rushcliffe ,Nottinghamshire,5152,77.1,3.4,16.4,82.4,86.5
E02005919,Rushcliffe 014,Rushcliffe ,Nottinghamshire,7016,91.5,2.5,13.8,80.3,85.3
E02005920,Rushcliffe 015,Rushcliffe ,Nottinghamshire,8583,75.5,1.4,11.4,84,85.3
E02006804,North East Derbyshire 014,North East Derbyshire ,Derbyshire,8372,125.8,4.4,21.4,79.7,80.1
E02006815,Leicester 037,Leicester ,Leicestershire,10724,127.3,6.5,30,76,80.8
E02006816,Harborough 011,Harborough ,Leicestershire,7996,74,2.7,15.1,84.1,86.6
E02006817,Leicester 038,Leicester ,Leicestershire,8844,86.6,4.2,20.6,80.3,84.2
E02006818,Oadby and Wigston 008,Oadby and Wigston ,Leicestershire,8185,79.7,3.2,13,79.6,86.2
E02006819,Leicester 039,Leicester ,Leicestershire,8076,135.3,9.7,31.7,73.6,79.4
E02006820,Blaby 013,Blaby ,Leicestershire,10673,79.4,2.7,13.3,80.7,87.1
E02006827,Amber Valley 017,Amber Valley ,Derbyshire,8112,125.4,5.1,27,77.2,80.1
E02006828,Erewash 016,Erewash ,Derbyshire,7102,106.4,2.9,13.6,78.9,83
E02006834,Nottingham 038,Nottingham ,Nottinghamshire,7495,128.5,10.1,34.2,74.3,80.1
E02006835,Gedling 016,Gedling ,Nottinghamshire,6008,108.4,4.9,18.1,80.2,83
E02006850,Leicester 040,Leicester ,Leicestershire,13594,183.5,3.7,51.8,68.7,78.1
E02006851,Leicester 041,Leicester ,Leicestershire,12146,81.1,4.1,63.7,N/A - not available,84.4
E02006862,Corby 008,Corby ,Northamptonshire,6529,96,4.5,16.7,79.5,85.8
E02006863,Corby 009,Corby ,Northamptonshire,12383,95.2,3.1,17.7,83.7,80.8
E02006864,Boston 008,Boston ,Linconinshire,8708,93,3,13.7,80.5,83.7
E02006865,Boston 009,Boston ,Linconinshire,8188,126.6,3.4,15.3,79.8,81.3
E02006866,North Kesteven 013,North Kesteven ,Linconinshire,8575,109.5,2.6,15.2,80.4,83.1
E02006867,North Kesteven 014,North Kesteven ,Linconinshire,8013,84.4,2.8,14.2,81.1,86.1
E02006872,High Peak 013,High Peak ,Derbyshire,13020,86.8,2.2,15.4,80.6,85.6
E02006903,Bassetlaw 016,Bassetlaw ,Nottinghamshire,11228,102.4,3.8,21.7,78.4,83.1
E02006904,Nottingham 039,Nottingham ,Nottinghamshire,13194,114.1,2.9,37.5,75,78.1
E02006905,Nottingham 040,Nottingham ,Nottinghamshire,7864,137.8,8.1,40.9,75.3,80.1
E02006906,Broxtowe 016,Broxtowe ,Nottinghamshire,12609,93.1,2.8,12.7,81.8,83.8
E02006911,Oadby and Wigston 009,Oadby and Wigston ,Leicestershire,15581,76.9,2.3,15.1,82.1,86.6
E02006919,South Derbyshire 012,South Derbyshire ,Derbyshire,11104,98.3,3.5,20.7,79.3,82.7
E02006920,South Derbyshire 013,South Derbyshire ,Derbyshire,8712,139.8,3.2,17.4,77.9,80.4
